,0,Missclassifications,Error
a2,51,414,89.03225806451613
a3,71,394,84.73118279569893
a4,97,368,79.13978494623656
a23,56,409,87.95698924731182
a24,84,381,81.93548387096774
a34,94,371,79.78494623655914
a234,81,384,82.58064516129032
r2,344,121,26.021505376344088
r3,366,99,21.29032258064516
r4,337,128,27.526881720430108
r23,366,99,21.29032258064516
r24,372,93,20.0
r34,364,101,21.720430107526884
r234,373,92,19.78494623655914
r2_a2,337,128,27.526881720430108
r2_a23,312,153,32.903225806451616
r2_a24,334,131,28.172043010752688
r2_a234,308,157,33.763440860215056
r23_a2,363,102,21.935483870967744
r23_a23,355,110,23.655913978494624
r23_a24,358,107,23.010752688172044
r23_a234,350,115,24.731182795698924
r234_a2,370,95,20.43010752688172
r234_a23,365,100,21.50537634408602
r234_a24,368,97,20.86021505376344
r234_a234,363,102,21.935483870967744
