,0,Missclassifications,Error
a2,247,218,46.88172043010753
a3,241,224,48.17204301075269
a4,214,251,53.97849462365591
a23,295,170,36.55913978494624
a24,279,186,40.0
a34,257,208,44.73118279569893
a234,295,170,36.55913978494624
r2,387,78,16.774193548387096
r3,387,78,16.774193548387096
r4,370,95,20.43010752688172
r23,391,74,15.913978494623656
r24,397,68,14.623655913978494
r34,387,78,16.774193548387096
r234,396,69,14.838709677419356
r2_a2,393,72,15.483870967741936
r2_a23,394,71,15.268817204301076
r2_a24,394,71,15.268817204301076
r2_a234,391,74,15.913978494623656
r23_a2,396,69,14.838709677419356
r23_a23,399,66,14.193548387096774
r23_a24,398,67,14.408602150537634
r23_a234,396,69,14.838709677419356
r234_a2,398,67,14.408602150537634
r234_a23,398,67,14.408602150537634
r234_a24,397,68,14.623655913978494
r234_a234,397,68,14.623655913978494
