,0,Missclassifications,Error
a2,156,309,66.45161290322581
a3,165,300,64.51612903225806
a4,154,311,66.88172043010753
a23,194,271,58.27956989247312
a24,219,246,52.903225806451616
a34,212,253,54.40860215053763
a234,234,231,49.67741935483871
r2,366,99,21.29032258064516
r3,382,83,17.8494623655914
r4,362,103,22.150537634408604
r23,381,84,18.06451612903226
r24,383,82,17.634408602150536
r34,381,84,18.06451612903226
r234,386,79,16.989247311827956
r2_a2,369,96,20.64516129032258
r2_a23,355,110,23.655913978494624
r2_a24,369,96,20.64516129032258
r2_a234,359,106,22.795698924731184
r23_a2,382,83,17.8494623655914
r23_a23,379,86,18.49462365591398
r23_a24,387,78,16.774193548387096
r23_a234,382,83,17.8494623655914
r234_a2,387,78,16.774193548387096
r234_a23,386,79,16.989247311827956
r234_a24,389,76,16.344086021505376
r234_a234,387,78,16.774193548387096
