,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,9,14,15,13,15,15,15,8,5,8,4,13,12,12,12,15,13,13,13
1,0,0,0,0,0,0,0,2,1,2,3,2,2,2,1,1,0,0,1,1,0,0,2,2,2,2
2,0,0,0,0,0,0,0,0,8,6,2,4,7,6,0,0,0,0,2,1,1,1,5,3,3,3
3,1,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15
4,0,0,0,0,0,0,0,14,15,15,15,15,15,15,11,4,4,0,15,11,11,8,15,14,13,12
5,7,9,4,10,10,8,11,12,2,1,6,3,2,2,12,12,12,12,7,7,7,8,2,2,2,2
6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,7,2,5,3,4,1,5,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,2,0,5,2,5,3,4,15,13,8,15,14,10,14,14,13,14,14,15,15,15,15,14,14,15,14
9,6,15,1,12,8,14,12,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,7,4,7,2,8,3,3,9,13,14,12,14,14,14,12,13,13,13,13,13,14,13,14,14,14,14
11,2,0,3,0,5,0,2,12,14,15,13,14,15,15,12,9,13,10,13,13,12,12,15,15,15,15
12,3,13,6,9,5,9,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,14,15,14,15,15,15,15,15,15,15,15
15,0,0,1,0,0,0,0,3,6,8,3,8,6,6,3,3,3,2,3,3,3,3,6,6,7,6
16,1,0,9,5,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,8,10,7,13,10,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
18,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,5,8,4,7,10,9,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
20,0,0,0,0,0,0,0,11,8,7,13,13,8,13,11,11,11,11,13,13,13,13,13,13,13,12
21,2,0,1,1,1,0,1,15,15,10,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
22,0,0,0,0,0,0,0,15,12,13,15,15,13,15,12,12,11,4,14,14,14,13,15,14,13,13
23,0,0,1,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,6,3,6,10,9,5,9,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
25,7,1,5,9,10,5,11,15,15,12,15,15,14,15,15,15,14,15,15,15,15,15,15,15,15,15
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,0,1,1,2,1,0,9,14,15,13,15,15,15,11,11,12,11,13,14,14,14,15,15,15,15
28,9,2,7,10,7,7,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
29,0,2,0,2,0,5,2,14,14,11,14,13,12,14,15,15,14,14,14,14,14,14,14,14,14,14
30,6,6,14,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
