,0,Missclassifications,Error
a2,261,204,43.87096774193549
a3,276,189,40.645161290322584
a4,216,249,53.54838709677419
a23,302,163,35.053763440860216
a24,287,178,38.27956989247312
a34,274,191,41.075268817204304
a234,307,158,33.97849462365591
r2,387,78,16.774193548387096
r3,388,77,16.559139784946236
r4,365,100,21.50537634408602
r23,392,73,15.698924731182796
r24,395,70,15.053763440860216
r34,386,79,16.989247311827956
r234,396,69,14.838709677419356
r2_a2,397,68,14.623655913978494
r2_a23,397,68,14.623655913978494
r2_a24,399,66,14.193548387096774
r2_a234,392,73,15.698924731182796
r23_a2,399,66,14.193548387096774
r23_a23,399,66,14.193548387096774
r23_a24,398,67,14.408602150537634
r23_a234,397,68,14.623655913978494
r234_a2,397,68,14.623655913978494
r234_a23,396,69,14.838709677419356
r234_a24,397,68,14.623655913978494
r234_a234,395,70,15.053763440860216
