,0,Missclassifications,Error
a2,181,284,61.075268817204304
a3,172,293,63.01075268817205
a4,172,293,63.01075268817205
a23,198,267,57.41935483870968
a24,207,258,55.483870967741936
a34,211,254,54.623655913978496
a234,217,248,53.333333333333336
r2,381,84,18.06451612903226
r3,380,85,18.27956989247312
r4,363,102,21.935483870967744
r23,387,78,16.774193548387096
r24,394,71,15.268817204301076
r34,377,88,18.9247311827957
r234,391,74,15.913978494623656
r2_a2,379,86,18.49462365591398
r2_a23,367,98,21.0752688172043
r2_a24,369,96,20.64516129032258
r2_a234,360,105,22.580645161290324
r23_a2,385,80,17.204301075268816
r23_a23,382,83,17.8494623655914
r23_a24,385,80,17.204301075268816
r23_a234,382,83,17.8494623655914
r234_a2,392,73,15.698924731182796
r234_a23,389,76,16.344086021505376
r234_a24,388,77,16.559139784946236
r234_a234,386,79,16.989247311827956
