,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,13,13,14,15,14,14,15,12,9,8,6,14,12,12,11,15,14,15,14
1,1,0,0,0,0,0,0,3,3,4,2,4,5,5,5,1,2,0,4,3,4,3,5,5,5,4
2,0,0,0,0,0,0,0,1,7,6,4,5,8,4,1,1,1,1,4,3,3,3,4,4,4,4
3,0,0,1,0,0,0,0,15,15,15,15,15,15,15,15,14,15,14,15,15,15,15,15,15,15,15
4,0,0,0,0,0,0,0,14,15,15,15,15,15,15,14,12,12,7,15,15,15,14,15,15,15,15
5,5,5,5,7,9,6,8,14,3,1,6,4,2,4,14,15,15,15,6,6,6,6,4,4,4,4
6,3,7,7,6,4,6,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,11,4,3,11,11,5,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,5,10,8,11,8,13,13,15,14,9,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15
9,13,14,0,15,10,10,15,15,13,15,14,15,15,15,15,15,15,15,14,15,14,14,15,15,15,15
10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,1,1,14,0,12,11,8,11,15,15,13,15,15,15,9,8,13,13,13,13,15,15,15,15,15,15
12,12,10,10,14,14,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,4,0,0,1,2,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,1,0,8,0,9,7,4,6,8,6,7,7,10,8,5,4,10,9,8,8,8,8,8,8,11,10
16,3,9,0,5,4,6,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,12,8,10,14,13,10,13,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9,11,5,13,12,8,14,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
20,0,0,6,0,4,9,0,13,11,8,14,14,11,14,12,12,12,12,14,13,14,14,14,13,14,14
21,7,0,1,7,11,2,9,15,13,14,15,15,15,15,15,14,15,15,15,14,15,15,15,15,15,15
22,0,0,0,0,0,0,0,15,15,13,15,15,13,15,15,13,12,10,15,15,15,14,15,15,15,15
23,0,0,5,0,6,8,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,3,5,1,9,4,4,4,14,15,15,15,15,15,15,13,14,13,14,15,15,15,14,15,15,15,15
25,2,6,0,6,5,6,9,15,15,13,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
27,7,11,10,10,9,11,11,11,15,15,13,14,15,15,12,12,11,15,15,15,14,15,15,15,15,15
28,3,5,3,7,5,7,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
29,5,1,2,4,4,2,5,14,14,14,14,14,14,14,14,13,14,13,14,14,14,14,14,14,14,14
30,5,13,0,10,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
