,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,11,1,0,8,5,0,4,14,15,14,15,15,15,15,14,14,14,14,15,15,15,15,15,15,15,15
1,11,3,1,10,11,2,8,11,8,7,11,12,9,12,12,12,12,12,12,13,12,13,13,13,13,13
2,4,4,2,6,4,2,6,1,8,7,4,6,9,8,1,1,1,1,4,4,4,4,8,8,8,8
3,10,5,4,10,10,8,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,6,4,0,7,3,3,4,14,15,15,15,15,15,15,14,14,14,14,15,15,15,15,15,15,15,15
5,5,5,6,7,7,8,10,13,3,1,7,6,2,5,15,15,15,15,8,8,8,8,5,5,5,5
6,12,11,9,13,12,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,11,10,3,13,12,8,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,14,14,8,14,14,14,15,15,15,11,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15
9,10,9,2,12,11,6,12,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,6,1,14,5,15,13,12,13,14,15,13,15,15,15,12,12,15,14,13,13,15,15,15,15,15,15
12,9,6,6,10,13,10,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,5,1,9,5,10,9,9,9,12,12,12,13,13,13,10,10,12,12,12,12,12,12,13,13,13,13
16,9,12,3,14,9,10,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,13,12,11,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,12,11,7,13,15,9,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
20,0,1,7,0,2,5,2,14,13,7,14,14,11,14,14,14,14,14,14,14,14,14,14,14,14,14
21,9,1,0,9,9,1,8,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,3,0,1,0,1,1,1,15,15,12,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
23,1,1,7,1,9,10,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,7,7,1,10,3,4,10,14,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15
25,6,3,0,8,6,5,8,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,7,5,10,5,7,11,12,14,15,14,14,15,15,13,14,14,15,14,15,15,15,15,15,15,15
28,10,10,4,10,11,12,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
29,6,1,3,4,7,2,6,15,14,13,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
30,11,14,5,15,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
