,0,Missclassifications,Error
a2,62,403,86.66666666666667
a3,70,395,84.94623655913979
a4,69,396,85.16129032258064
a23,93,372,80.0
a24,84,381,81.93548387096774
a34,94,371,79.78494623655914
a234,100,365,78.49462365591398
r2,333,132,28.387096774193548
r3,350,115,24.731182795698924
r4,329,136,29.247311827956988
r23,352,113,24.301075268817204
r24,356,109,23.440860215053764
r34,356,109,23.440860215053764
r234,362,103,22.150537634408604
r2_a2,328,137,29.462365591397848
r2_a23,313,152,32.68817204301075
r2_a24,316,149,32.043010752688176
r2_a234,304,161,34.623655913978496
r23_a2,350,115,24.731182795698924
r23_a23,345,120,25.806451612903228
r23_a24,344,121,26.021505376344088
r23_a234,335,130,27.956989247311828
r234_a2,361,104,22.365591397849464
r234_a23,357,108,23.225806451612904
r234_a24,355,110,23.655913978494624
r234_a234,353,112,24.086021505376344
