,0,Missclassifications,Error
a2,128,337,72.47311827956989
a3,134,331,71.18279569892474
a4,118,347,74.6236559139785
a23,164,301,64.73118279569893
a24,178,287,61.72043010752688
a34,172,293,63.01075268817205
a234,193,272,58.494623655913976
r2,368,97,20.86021505376344
r3,368,97,20.86021505376344
r4,354,111,23.870967741935484
r23,371,94,20.21505376344086
r24,375,90,19.35483870967742
r34,372,93,20.0
r234,378,87,18.70967741935484
r2_a2,365,100,21.50537634408602
r2_a23,351,114,24.516129032258064
r2_a24,363,102,21.935483870967744
r2_a234,354,111,23.870967741935484
r23_a2,375,90,19.35483870967742
r23_a23,370,95,20.43010752688172
r23_a24,373,92,19.78494623655914
r23_a234,369,96,20.64516129032258
r234_a2,378,87,18.70967741935484
r234_a23,376,89,19.13978494623656
r234_a24,381,84,18.06451612903226
r234_a234,378,87,18.70967741935484
