,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,1,0,0,0,0,0,0,6,14,13,11,13,15,14,5,3,5,3,11,9,10,8,14,13,13,12
1,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,0,0,0,1,0,0,0,1,1,1,0
2,0,0,0,0,0,0,0,0,6,6,1,5,7,5,0,0,0,0,2,1,1,1,5,5,4,4
3,0,0,0,0,0,0,0,15,15,15,15,15,15,15,14,12,12,12,15,15,15,15,15,15,15,15
4,0,0,0,0,0,0,0,13,13,15,14,14,15,14,10,4,2,0,13,13,12,8,14,13,13,13
5,3,7,3,8,7,8,9,13,2,1,4,2,2,2,13,13,12,13,4,4,4,4,2,3,2,3
6,14,15,12,15,14,14,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,8,0,2,5,5,1,4,15,15,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,1,1,1,2,2,1,3,12,10,8,13,11,10,11,13,12,15,12,13,13,14,13,11,11,11,11
9,5,15,2,14,7,9,13,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,6,1,6,1,7,2,2,10,14,13,14,14,14,14,11,12,14,13,14,14,14,14,14,14,14,14
11,0,0,1,0,1,0,0,11,12,15,13,15,15,15,10,8,8,7,13,12,11,11,15,15,15,15
12,2,8,3,6,3,8,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,14,15,13,15,15,15,15,15,15,15,15
15,0,0,1,0,0,0,0,3,6,6,4,4,7,5,3,2,2,2,4,4,4,4,5,4,5,5
16,0,3,4,1,2,7,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,3,4,8,9,7,11,10,14,15,15,15,15,15,15,14,15,13,15,15,15,15,15,15,15,15,15
18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,5,5,7,4,9,6,15,15,13,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
20,0,0,0,0,0,0,0,13,7,5,12,13,8,13,11,9,10,9,12,12,11,9,13,13,13,12
21,1,1,1,2,1,1,1,13,15,11,14,14,14,14,13,11,14,11,14,14,14,14,14,14,14,14
22,0,0,0,0,0,0,0,10,14,13,15,14,14,15,9,10,9,8,13,13,13,13,15,14,13,13
23,0,0,0,0,0,0,0,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,3,3,3,3,4,2,2,14,15,14,14,14,15,15,14,14,13,14,14,14,14,14,15,14,14,14
25,4,0,2,5,5,4,5,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,1,1,1,0,0,0,8,13,14,13,13,15,14,11,10,10,9,13,13,13,13,15,15,15,15
28,4,1,3,4,5,5,7,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
29,1,1,1,3,1,1,3,13,13,12,14,13,12,14,12,14,12,13,14,14,14,14,13,13,13,13
30,3,3,10,7,9,11,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
