,0,Missclassifications,Error
a2,92,373,80.21505376344086
a3,125,340,73.11827956989248
a4,120,345,74.19354838709677
a23,135,330,70.96774193548387
a24,126,339,72.90322580645162
a34,157,308,66.23655913978494
a234,143,322,69.24731182795699
r2,361,104,22.365591397849464
r3,366,99,21.29032258064516
r4,352,113,24.301075268817204
r23,377,88,18.9247311827957
r24,381,84,18.06451612903226
r34,369,96,20.64516129032258
r234,383,82,17.634408602150536
r2_a2,357,108,23.225806451612904
r2_a23,362,103,22.150537634408604
r2_a24,352,113,24.301075268817204
r2_a234,355,110,23.655913978494624
r23_a2,375,90,19.35483870967742
r23_a23,375,90,19.35483870967742
r23_a24,375,90,19.35483870967742
r23_a234,369,96,20.64516129032258
r234_a2,379,86,18.49462365591398
r234_a23,380,85,18.27956989247312
r234_a24,380,85,18.27956989247312
r234_a234,379,86,18.49462365591398
