,0,Missclassifications,Error
a2,140,325,69.89247311827957
a3,167,298,64.08602150537635
a4,176,289,62.1505376344086
a23,165,300,64.51612903225806
a24,192,273,58.70967741935484
a34,187,278,59.78494623655914
a234,192,273,58.70967741935484
r2,382,83,17.8494623655914
r3,385,80,17.204301075268816
r4,369,96,20.64516129032258
r23,392,73,15.698924731182796
r24,393,72,15.483870967741936
r34,383,82,17.634408602150536
r234,391,74,15.913978494623656
r2_a2,384,81,17.419354838709676
r2_a23,383,82,17.634408602150536
r2_a24,382,83,17.8494623655914
r2_a234,377,88,18.9247311827957
r23_a2,395,70,15.053763440860216
r23_a23,395,70,15.053763440860216
r23_a24,396,69,14.838709677419356
r23_a234,392,73,15.698924731182796
r234_a2,391,74,15.913978494623656
r234_a23,390,75,16.129032258064516
r234_a24,391,74,15.913978494623656
r234_a234,391,74,15.913978494623656
