,0,Missclassifications,Error
a2,86,379,81.50537634408602
a3,97,368,79.13978494623656
a4,126,339,72.90322580645162
a23,93,372,80.0
a24,117,348,74.83870967741936
a34,133,332,71.3978494623656
a234,122,343,73.76344086021506
r2,364,101,21.720430107526884
r3,375,90,19.35483870967742
r4,353,112,24.086021505376344
r23,381,84,18.06451612903226
r24,384,81,17.419354838709676
r34,374,91,19.56989247311828
r234,386,79,16.989247311827956
r2_a2,373,92,19.78494623655914
r2_a23,354,111,23.870967741935484
r2_a24,358,107,23.010752688172044
r2_a234,337,128,27.526881720430108
r23_a2,383,82,17.634408602150536
r23_a23,383,82,17.634408602150536
r23_a24,383,82,17.634408602150536
r23_a234,375,90,19.35483870967742
r234_a2,388,77,16.559139784946236
r234_a23,386,79,16.989247311827956
r234_a24,385,80,17.204301075268816
r234_a234,383,82,17.634408602150536
