,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,11,15,13,15,15,14,15,10,9,9,5,15,14,14,11,15,15,15,15
1,0,0,0,0,0,0,0,3,1,5,3,6,3,6,1,0,1,0,2,2,2,1,2,2,2,2
2,0,0,0,0,0,0,0,1,8,6,4,7,7,6,0,1,0,0,1,1,1,1,6,6,6,5
3,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15
4,15,4,0,15,15,13,15,13,15,14,15,14,15,15,14,15,14,15,15,15,15,15,15,15,15,15
5,5,5,7,6,8,6,8,12,2,1,6,3,2,3,14,14,14,15,6,7,7,7,3,3,3,3
6,0,0,9,0,0,1,0,14,15,15,15,15,15,15,13,11,14,14,14,14,15,14,15,15,15,15
7,6,2,5,4,5,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,13,13,6,15,15,14,15,15,12,8,14,13,12,14,15,15,15,15,15,15,15,15,14,14,15,15
9,11,15,8,15,13,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,2,0,14,10,14,13,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,1,4,0,1,0,0,0,12,14,15,14,15,15,15,12,12,8,9,14,13,12,12,15,15,15,15
12,0,8,15,1,3,14,4,14,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,5,11,0,10,0,3,6,4,10,11,9,11,12,12,5,10,5,10,11,11,11,11,12,12,12,12
16,3,4,5,7,4,7,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,9,12,9,13,12,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19,8,1,8,7,10,6,8,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
20,1,0,0,0,0,0,0,14,11,6,14,14,11,14,11,12,10,10,14,14,14,13,14,14,13,13
21,0,1,0,1,0,1,2,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,0,14,0,3,0,5,2,14,13,13,15,15,13,15,14,14,11,14,15,15,15,15,15,15,15,15
23,1,3,0,2,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,0,0,6,0,2,4,4,15,15,15,15,15,15,15,14,13,13,12,15,15,15,15,15,15,15,15
25,2,5,1,5,3,3,3,15,15,13,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,6,0,0,7,0,11,13,13,14,14,14,14,12,14,14,15,14,15,15,15,14,15,15,15
28,4,2,6,3,6,7,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
29,1,5,2,2,4,5,4,15,14,13,15,15,14,15,14,13,14,13,15,15,15,15,15,15,15,15
30,5,15,12,14,12,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
