,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,13,14,14,15,15,15,15,11,6,7,3,15,15,15,14,15,15,15,15
1,0,0,0,0,0,0,0,6,4,1,5,5,4,3,3,0,1,0,5,3,2,1,3,6,3,2
2,0,0,0,0,0,0,0,0,8,7,4,5,9,5,0,0,0,0,2,2,2,2,4,4,4,4
3,0,0,0,0,0,0,0,14,15,15,15,15,15,15,14,14,14,10,15,15,15,15,15,15,15,15
4,0,0,0,0,0,0,0,14,15,15,15,15,15,15,8,3,2,0,14,11,13,7,15,14,14,12
5,7,9,5,8,8,9,9,12,3,1,7,4,2,4,12,12,12,13,7,7,7,7,4,4,4,4
6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,4,4,2,4,7,4,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,2,5,6,4,6,8,8,15,14,10,15,15,12,15,15,15,15,15,15,15,15,15,15,15,15,15
9,15,15,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,11,6,13,8,14,10,10,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,0,0,13,0,0,1,0,11,13,15,13,15,15,15,10,9,12,11,12,12,14,13,15,15,15,15
12,5,8,9,4,8,11,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15
15,0,0,0,0,0,0,0,8,12,9,10,10,12,11,4,2,2,1,10,8,10,10,11,11,11,12
16,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,4,7,10,5,11,12,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,7,5,6,10,9,10,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
20,0,0,4,0,0,0,0,14,11,5,14,14,9,13,13,8,11,8,14,13,14,13,12,12,13,12
21,0,0,1,0,0,0,0,15,15,11,15,15,14,15,13,12,12,12,15,15,15,15,15,15,15,15
22,0,0,0,0,0,0,0,15,15,13,15,15,15,15,15,14,15,12,15,15,15,15,15,15,15,15
23,0,0,9,0,0,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,1,4,4,1,4,5,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
25,0,0,2,0,2,1,0,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
27,0,0,3,0,0,0,0,12,14,15,14,14,15,15,14,13,14,12,14,14,14,14,15,15,15,15
28,0,2,8,0,5,7,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
29,0,0,3,0,0,0,0,13,13,13,15,14,15,15,13,12,13,12,15,15,15,15,15,15,15,15
30,0,0,4,0,3,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
