,0,Missclassifications,Error
a2,90,375,80.64516129032258
a3,102,363,78.06451612903226
a4,104,361,77.63440860215054
a23,117,348,74.83870967741936
a24,119,346,74.40860215053763
a34,145,320,68.81720430107526
a234,134,331,71.18279569892474
r2,353,112,24.086021505376344
r3,358,107,23.010752688172044
r4,343,122,26.236559139784948
r23,361,104,22.365591397849464
r24,365,100,21.50537634408602
r34,366,99,21.29032258064516
r234,367,98,21.0752688172043
r2_a2,349,116,24.946236559139784
r2_a23,343,122,26.236559139784948
r2_a24,340,125,26.881720430107528
r2_a234,339,126,27.096774193548388
r23_a2,361,104,22.365591397849464
r23_a23,361,104,22.365591397849464
r23_a24,359,106,22.795698924731184
r23_a234,357,108,23.225806451612904
r234_a2,369,96,20.64516129032258
r234_a23,371,94,20.21505376344086
r234_a24,369,96,20.64516129032258
r234_a234,372,93,20.0
