,0,Missclassifications,Error
a2,49,416,89.46236559139786
a3,54,411,88.38709677419355
a4,92,373,80.21505376344086
a23,50,415,89.24731182795699
a24,84,381,81.93548387096774
a34,81,384,82.58064516129032
a234,69,396,85.16129032258064
r2,328,137,29.462365591397848
r3,342,123,26.451612903225808
r4,320,145,31.182795698924732
r23,348,117,25.161290322580644
r24,355,110,23.655913978494624
r34,346,119,25.591397849462368
r234,357,108,23.225806451612904
r2_a2,323,142,30.537634408602152
r2_a23,312,153,32.903225806451616
r2_a24,329,136,29.247311827956988
r2_a234,319,146,31.397849462365592
r23_a2,346,119,25.591397849462368
r23_a23,339,126,27.096774193548388
r23_a24,348,117,25.161290322580644
r23_a234,343,122,26.236559139784948
r234_a2,358,107,23.010752688172044
r234_a23,352,113,24.301075268817204
r234_a24,359,106,22.795698924731184
r234_a234,353,112,24.086021505376344
