,0,Missclassifications,Error
a2,69,396,85.16129032258064
a3,83,382,82.15053763440861
a4,126,339,72.90322580645162
a23,70,395,84.94623655913979
a24,108,357,76.7741935483871
a34,110,355,76.34408602150538
a234,96,369,79.35483870967742
r2,370,95,20.43010752688172
r3,375,90,19.35483870967742
r4,351,114,24.516129032258064
r23,381,84,18.06451612903226
r24,380,85,18.27956989247312
r34,376,89,19.13978494623656
r234,380,85,18.27956989247312
r2_a2,354,111,23.870967741935484
r2_a23,329,136,29.247311827956988
r2_a24,340,125,26.881720430107528
r2_a234,318,147,31.612903225806452
r23_a2,377,88,18.9247311827957
r23_a23,369,96,20.64516129032258
r23_a24,375,90,19.35483870967742
r23_a234,365,100,21.50537634408602
r234_a2,378,87,18.70967741935484
r234_a23,380,85,18.27956989247312
r234_a24,378,87,18.70967741935484
r234_a234,375,90,19.35483870967742
