,0,Missclassifications,Error
a2,94,371,79.78494623655914
a3,110,355,76.34408602150538
a4,140,325,69.89247311827957
a23,110,355,76.34408602150538
a24,137,328,70.53763440860214
a34,143,322,69.24731182795699
a234,133,332,71.3978494623656
r2,377,88,18.9247311827957
r3,381,84,18.06451612903226
r4,359,106,22.795698924731184
r23,389,76,16.344086021505376
r24,389,76,16.344086021505376
r34,379,86,18.49462365591398
r234,390,75,16.129032258064516
r2_a2,380,85,18.27956989247312
r2_a23,368,97,20.86021505376344
r2_a24,377,88,18.9247311827957
r2_a234,353,112,24.086021505376344
r23_a2,389,76,16.344086021505376
r23_a23,384,81,17.419354838709676
r23_a24,387,78,16.774193548387096
r23_a234,384,81,17.419354838709676
r234_a2,389,76,16.344086021505376
r234_a23,388,77,16.559139784946236
r234_a24,389,76,16.344086021505376
r234_a234,382,83,17.8494623655914
