browser_natural_idle,os_natural_idle,browser_machine_idle,os_machine_idle,browser_natural_maximum_normal,os_natural_maximum_normal,browser_machine_maximum_normal,os_machine_maximum_normal,browser_natural_medium_abovenormal,os_natural_medium_abovenormal,browser_machine_medium_abovenormal,os_machine_medium_abovenormal,browser_natural_busy_abovenormal,os_natural_busy_abovenormal,browser_machine_busy_abovenormal,os_machine_busy_abovenormal,type
1.8532999999999902,1.8536101999999994,1.3108599999999342,1.3117460999999997,1.9088000000001557,1.9090879999999997,1.3274400000000242,1.3278717999999996,1.756360000000086,1.7570651000000002,1.3165600000002087,1.3124273999999998,2.119920000000036,2.1219526999999996,1.311999999999955,1.3124849000000003,keyup
2.068579999999997,2.0686785999999993,1.516999999999939,1.5175957999999996,2.1159200000001874,2.1159887,1.538759999999911,1.5389514999999996,1.9734399999999823,1.9557964000000005,1.538740000000189,1.5270378999999998,2.3911000000000513,2.3690856,1.5308599999999615,1.5308608000000001,keydown
2.1784000000000106,2.1787965,1.526960000000031,1.5278159000000002,2.1939800000000105,2.1942570999999997,1.5487600000001294,1.5491567000000002,2.04950000000008,2.0501707,1.5389999999999873,1.5371949000000003,2.4525800000000118,2.4545728999999996,1.5407799999999838,1.5411257000000003,keyup
2.3859999999999673,2.386183,1.739720000000034,1.7403183999999996,2.416940000000068,2.4170381,1.760079999999789,1.7602434999999996,2.240440000000035,2.240944,1.7861800000002859,1.7666497000000003,2.7387600000000134,2.7168586,1.7568200000000047,1.7569601000000006,keydown
2.4557800000000043,2.4561224,1.7496399999999994,1.7504891999999996,2.471119999999928,2.4714121000000002,1.7700999999999567,1.7704556999999994,2.3367399999999634,2.3272570999999997,1.7864400000000842,1.7768081000000002,2.843240000000037,2.8111046,1.7666999999999575,1.7671299000000005,keyup
2.6793199999999615,2.6792640999999993,1.9551999999999907,1.9556433999999996,2.7579000000000633,2.7580048999999995,1.9813799999999446,1.9816133999999996,2.50945999999999,2.5100286,2.033660000000282,2.0062301,3.0158799999999815,3.0176735,1.9729199999999878,1.9731062999999995,keydown
2.7889599999999746,2.7892972999999994,1.9651000000001204,1.9659009000000003,2.8360200000001896,2.8362933000000004,1.9914400000000114,1.9918193000000004,2.6063400000000456,2.5963576,2.033940000000257,2.0163893,3.109960000000001,3.1119377999999998,1.9828399999999533,1.9832730000000005,keyup
2.996560000000045,2.9966520999999995,2.1712800000000243,2.1717225000000004,3.0671199999999317,3.0671358,2.2028000000000247,2.2029559,2.8225400000001173,2.7951104000000004,2.271960000000263,2.2581296,3.393759999999986,3.3583634999999994,2.189179999999965,2.1893335,keydown
3.0902399999999943,3.0905626999999996,2.18119999999999,2.1819602,3.1531400000001213,3.1534044000000003,2.2128199999997378,2.2131706000000007,2.8808000000001357,2.8814676000000006,2.2722400000000107,2.2682895999999992,3.442739999999958,3.4446706999999996,2.1992799999999875,2.1995734999999996,keyup
3.3056400000000394,3.3057514999999995,2.3864200000000437,2.3870306999999995,3.3761400000000776,3.3762267,2.4239399999999023,2.4241515,3.0795600000001286,3.0801553000000004,2.5194000000001324,2.5054335000000005,3.6733600000000592,3.6751461999999995,2.406379999999956,2.4064119999999996,keydown
3.399379999999951,3.3996927999999995,2.3963999999999714,2.3972457999999994,3.4781600000001163,3.4784441,2.433999999999969,2.4343642999999995,3.176740000000109,3.1744892,2.519660000000158,2.5156001000000003,3.779200000000003,3.7613681999999997,2.416059999999959,2.4165647000000003,keyup
3.6069800000000214,3.6070995000000003,2.600779999999986,2.6013671,3.6770600000002105,3.6772814,2.645340000000033,2.645645299999999,3.3568400000001475,3.3573361000000004,2.7421200000001136,2.725029300000001,4.005980000000022,4.007810399999999,2.6218999999999824,2.621640600000001,keydown
3.7087400000000343,3.7090277999999994,2.6107000000000653,2.6115535000000003,3.7633200000000215,3.7635929,2.655499999999847,2.6558602000000002,3.450939999999946,3.4516413000000004,2.7423800000001393,2.7351878000000003,4.095619999999997,4.0940232,2.6314199999999914,2.6318435000000004,keyup
3.931640000000016,3.9318662,2.823440000000005,2.8239674,3.9863800000000538,3.9863862,2.8668599999998605,2.8669664999999993,3.66246000000001,3.6503912000000005,2.973920000000362,2.938032100000001,4.35450000000003,4.3563485,2.8574799999999527,2.8378172,keydown
4.041640000000029,4.0420701999999995,2.8333999999999833,2.8342330000000002,4.064400000000205,4.0646815,2.876679999999851,2.877175799999999,3.7281000000000404,3.7287573,2.9741800000001604,2.9481924999999993,4.427760000000035,4.4186818,2.857779999999991,2.8479779,keyup
4.2413400000000365,4.2413826,3.039700000000039,3.040071,4.287420000000111,4.2875099,3.0881399999998393,3.0883472000000003,3.925620000000208,3.9195394000000006,3.221380000000181,3.2042541999999994,4.687340000000006,4.6890472999999995,3.0760399999999777,3.0760690000000004,keydown
4.3510800000000245,4.3514026,3.0495200000000295,3.050304099999999,4.373520000000099,4.3737975,3.0980799999997544,3.0985579000000003,4.041500000000042,4.0138127,3.221680000000106,3.2144112000000007,4.781240000000025,4.783278,3.085899999999981,3.0862578999999997,keyup
4.550579999999968,4.550788599999999,3.2558799999999337,3.2563106999999993,4.588360000000193,4.588599,3.30953999999997,3.3096860999999995,4.196040000000039,4.1966263,3.4441000000001623,3.4393977000000007,4.9981200000000285,4.9977557,3.2921399999999608,3.2922876,keydown
4.6523200000000315,4.652645699999999,3.2658400000000256,3.2665659000000007,4.674580000000105,4.6749358,3.3194200000000365,3.3199014999999994,4.2982600000000275,4.2989292,3.44878000000017,3.4495769999999997,5.098340000000007,5.084006399999999,3.3020799999999895,3.302471200000001,keyup
4.859760000000051,4.8598769,3.4718599999999924,3.4724157999999994,4.897740000000113,4.8978549000000005,3.530659999999898,3.5309683000000005,4.5008600000001024,4.4737902,3.691500000000133,3.6777444999999993,5.336580000000026,5.3384092,3.5082799999999565,3.5084277000000004,keydown
4.9614199999999755,4.9616945999999995,3.4817600000000084,3.4826415000000006,4.967840000000024,4.9681117,3.5407000000000153,3.5411770000000002,4.575399999999945,4.5760666,3.691780000000108,3.6879051999999994,5.438640000000021,5.4406455,3.518259999999998,3.518614300000001,keyup
5.160439999999994,5.1606012,3.688160000000039,3.6885825999999993,5.182860000000119,5.1829258,3.7520600000000286,3.7522609000000005,4.765640000000076,4.7588563,3.9233600000002298,3.9030509999999996,5.662360000000035,5.6554346,3.7387599999999566,3.7374413000000004,keydown
5.262699999999995,5.2629968,3.698060000000055,3.6988036000000006,5.284900000000107,5.285186700000001,3.761979999999994,3.762468599999999,4.860180000000128,4.8452776,3.9236200000002555,3.9132110000000004,5.769040000000018,5.765252299999999,3.7471400000000017,3.7476155999999996,keyup
5.47810000000004,5.4781917,3.9041799999999967,3.9047598999999993,5.492020000000139,5.4920793,3.974420000000009,3.9744775999999993,5.035360000000082,5.0358739,4.146080000000211,4.141388900000001,6.001880000000028,6.003699699999999,3.9628999999999905,3.9629192,keydown
5.587859999999978,5.588165499999999,3.914139999999975,3.9149781,5.570080000000189,5.5703686,3.9843799999998737,3.9846955999999993,5.12891999999988,5.1221857,4.15070000000037,4.151562500000001,6.09778,6.0898978999999995,3.9726199999999494,3.9731114000000005,keyup
5.779300000000035,5.779396,4.126960000000054,4.127531800000001,5.792940000000044,5.7931586,4.194719999999961,4.1949043999999995,5.297220000000152,5.2973892000000005,4.3935200000000805,4.379686100000001,6.334519999999998,6.3363244,4.178959999999961,4.1790564,keydown
