browser_natural,os_natural,browser_machine,os_machine,type
0.0,0.0,0.0,0.0,keydown
0.0013677120000004095,0.036482975999999834,0.0013677120000004095,0.00020025399999923366,keyup
0.185869030000001,0.20298118099999973,0.185869030000001,0.1849429269999998,keydown
0.19433812000000117,0.24746020200000007,0.19433812000000117,0.19610010699999947,keyup
0.3981333469999999,0.41323260799999995,0.3981333469999999,0.39717767299999984,keydown
0.40553280800000024,0.47338422899999966,0.40553280800000024,0.40719804599999954,keyup
0.6130079380000009,0.6081875819999998,0.6130079380000009,0.6120382059999994,keydown
0.621416881,0.6828375279999999,0.621416881,0.622057335,keyup
0.8288839299999999,0.8177972039999997,0.8288839299999999,0.8279847489999996,keydown
0.8362772780000007,0.891102005,0.8362772780000007,0.8379997569999995,keyup
1.0449028729999998,1.0319848549999997,1.0449028729999998,1.0439963449999992,keydown
1.052341225000001,1.087631579,1.052341225000001,1.0540879939999996,keyup
1.25634494,1.2379400819999997,1.25634494,1.2553553999999991,keydown
1.2647832430000001,1.3130050989999997,1.2647832430000001,1.2662069119999995,keyup
1.4682472970000013,1.4632617399999996,1.4682472970000013,1.4670997309999994,keydown
1.4790849770000012,1.538332981,1.4790849770000012,1.4771918129999992,keyup
1.680082436000001,1.688284978,1.680082436000001,1.6791878839999992,keydown
1.6877873570000013,1.7478903079999997,1.6877873570000013,1.6895488849999998,keyup
1.8957669610000014,1.9284069270000002,1.8957669610000014,1.8952357549999999,keydown
1.9044593400000007,2.0032807249999998,1.9044593400000007,1.9061606729999996,keyup
2.112228979000001,2.1833360189999995,2.112228979000001,2.111358238,keydown
2.120753330000001,2.242821835,2.120753330000001,2.121556978,keyup
2.326227503,2.4085538819999996,2.326227503,2.3252669359999993,keydown
2.3334581120000006,2.483328266,2.3334581120000006,2.3352813039999996,keyup
2.53996233,2.6630353419999997,2.53996233,2.539145392999999,keydown
2.547772997000001,2.7383503229999997,2.547772997000001,2.5496262609999993,keyup
2.7555916850000006,2.932948571,2.7555916850000006,2.754533545,keydown
2.7628826700000015,2.992845635,2.7628826700000015,2.764622521999999,keyup
2.9689397290000006,3.173416475,2.9689397290000006,2.9680112149999998,keydown
2.9790779890000003,3.247800602,2.9790779890000003,2.980545644,keyup
3.1795833290000015,3.4260382209999998,3.1795833290000015,3.1793398469999987,keydown
3.187636348,3.4883978339999997,3.187636348,3.189351332,keyup
3.39202111,3.683281161,3.39202111,3.391202255999999,keydown
3.3995001070000015,3.7278361369999997,3.3995001070000015,3.4012276209999994,keyup
3.6075137890000004,3.9234903469999995,3.6075137890000004,3.606659049,keydown
3.614925299000001,3.9683882639999997,3.614925299000001,3.616705936,keyup
3.8222197390000012,4.178187469,3.8222197390000012,3.8211807979999994,keydown
3.830737956,4.253462946,3.830737956,3.8322567839999993,keyup
4.038138913999999,4.431990719,4.038138913999999,4.037157883,keydown
4.045572658999999,4.493371991,4.045572658999999,4.04724947,keyup
4.250569719,4.673063194,4.250569719,4.249587684999999,keydown
4.257866469000001,4.748002508,4.257866469000001,4.259647651999999,keyup
4.4631376450000015,4.928247842,4.4631376450000015,4.462157735999999,keydown
4.470372342999999,5.003450537,4.470372342999999,4.4721592459999995,keyup
4.6791332400000005,5.198484729,4.6791332400000005,4.678223636999999,keydown
4.686464756999998,5.2733780359999995,4.686464756999998,4.6882681239999995,keyup
4.889637612,5.438474847,4.889637612,4.889232743,keydown
4.897715709000002,5.49835943,4.897715709000002,4.899361548999999,keyup
5.1042179359999995,5.678022517,5.1042179359999995,5.103131335,keydown
5.112338698,5.753156650999999,5.112338698,5.114198552999999,keyup
5.319332042000001,5.933023411000001,5.319332042000001,5.318534365999999,keydown
5.329074190000002,6.008438883,5.329074190000002,5.330549924999999,keyup
5.532282742000001,6.173160212999999,5.532282742000001,5.531360475999999,keydown
5.539808974000001,6.248010665999999,5.539808974000001,5.541511545,keyup
5.745018806999999,6.428158694,5.745018806999999,5.745085886999999,keydown
5.753325925,6.472694098,5.753325925,5.7551059019999995,keyup
5.962024477000002,6.653026495999999,5.962024477000002,5.961088955,keydown
5.969315335999999,6.714328365,5.969315335999999,5.971119389999999,keyup
6.178034305000002,6.893137620999999,6.178034305000002,6.177095616,keydown
6.185403614,6.968524188,6.185403614,6.187158097,keyup
6.389633578,7.118062897,6.389633578,6.388754977999999,keydown
6.396999545000002,7.208381062999999,6.396999545000002,6.398778029,keyup
6.604174250000002,7.388513024,6.604174250000002,6.603032669,keydown
6.611367847000002,7.463484571,6.611367847000002,6.613098262,keyup
6.812735627,7.627797085999999,6.812735627,6.813635916,keydown
6.821804112000001,7.688365036,6.821804112000001,6.823775243999999,keyup
7.027486959999999,7.852109815,7.027486959999999,7.027451475,keydown
7.035779115000002,7.928282554999999,7.035779115000002,7.037502639,keyup
7.241456771000001,8.108582343,7.241456771000001,7.240435601999999,keydown
7.248692224000001,8.183058857,7.248692224000001,7.250470098,keyup
7.453993645999999,8.363563675,7.453993645999999,7.453037438,keydown
7.464096582000002,8.438437489,7.464096582000002,7.465604455,keyup
7.665641063000001,8.60185042,7.665641063000001,7.664683022999999,keydown
7.6730092679999995,8.678472199,7.6730092679999995,7.674769760999999,keyup
7.878331984000001,8.843098739,7.878331984000001,7.877456552999999,keydown
7.885604382000002,8.903064704,7.885604382000002,7.887467700999999,keyup
8.090076615,9.098506479,8.090076615,8.089227303999998,keydown
8.097486787,9.173214128,8.097486787,8.099253453,keyup
8.305963372999999,9.338534074,8.305963372999999,8.305079952,keydown
8.313321856,9.413340107,8.313321856,8.315081409000001,keyup
8.518511215000002,9.582265807,8.518511215000002,8.5180234,keydown
8.528341612,9.668409065,8.528341612,8.529732092,keyup
8.734085952,9.833188556,8.734085952,8.733752412000001,keydown
8.746031397000001,9.908536917,8.746031397000001,8.747898046,keyup
8.948888455,10.088013086,8.948888455,8.948681153999999,keydown
8.955743997,10.163005491,8.955743997,8.957508835999999,keyup
