browser_isolated,browser_unisolated
0.0,0.0
91.31999999999972,86.00000000000182
98.78000000000247,99.99999999999818
100.11999999999534,100.0
100.13999999999942,101.0
100.12000000000262,100.00000000000182
100.38000000000102,99.99999999999818
99.97999999999593,100.0
100.16000000000348,100.0
100.2400000000016,100.0
100.13999999999942,100.00000000000182
100.21999999999753,99.99999999999818
100.15999999999984,101.0
100.08000000000176,100.00000000000182
100.07999999999812,99.99999999999818
100.26000000000204,100.0
100.04000000000087,100.0
100.29999999999563,100.0
99.88000000000466,100.00000000000182
100.05999999999769,99.99999999999818
100.2400000000016,101.0
100.15999999999622,100.0
99.9800000000032,100.0
100.17999999999664,100.0
100.14000000000306,100.0
100.11999999999898,100.0
100.11999999999898,100.0
100.26000000000204,100.0
100.11999999999898,101.0
100.02000000000044,100.0
100.28000000000247,100.00000000000182
100.15999999999622,99.99999999999818
100.20000000000071,100.0
100.15999999999984,100.0
99.88000000000102,100.00000000000182
100.14000000000306,100.99999999999818
100.11999999999534,100.00000000000364
100.26000000000204,99.99999999999636
100.09999999999854,100.0
100.40000000000146,100.0
99.96000000000276,100.0
100.05999999999769,100.00000000000364
100.07999999999812,100.99999999999636
100.18000000000028,100.0
100.08000000000176,100.0
100.11999999999898,100.0
100.11999999999898,100.0
100.13999999999942,100.0
100.14000000000306,100.0
100.38000000000102,100.0
99.95999999999913,101.0
100.43999999999868,100.0
100.21999999999753,100.0
100.00000000000364,100.0
100.15999999999984,100.0
100.36000000000058,101.0
100.05999999999769,100.00000000000364
100.09999999999854,99.99999999999636
100.16000000000348,100.0
99.95999999999913,100.0
100.28000000000247,100.0
100.13999999999942,100.00000000000364
100.11999999999898,99.99999999999636
100.18000000000028,101.0
100.13999999999942,100.0
100.18000000000028,100.0
99.93999999999868,100.0
100.27999999999884,100.0
99.94000000000231,100.0
100.41999999999824,100.0
100.0,101.0
100.20000000000071,100.0
100.0199999999968,100.0
100.16000000000348,100.0
100.09999999999854,100.0
100.28000000000247,100.0
99.87999999999738,100.0
100.36000000000058,100.0
100.20000000000071,101.0
100.0,100.0
100.07999999999812,100.0
100.18000000000028,100.00000000000364
100.14000000000306,99.99999999999636
100.15999999999622,100.0
100.06000000000496,100.0
100.31999999999972,101.00000000000364
100.13999999999942,99.99999999999636
100.07999999999812,100.0
99.93999999999868,100.0
100.28000000000247,100.0
100.07999999999812,100.00000000000364
100.18000000000028,100.99999999999636
100.15999999999984,100.0
100.04000000000087,100.0
100.22000000000116,100.0
100.15999999999622,100.0
100.12000000000262,100.0
100.22000000000116,101.0
100.38000000000102,100.0
100.17999999999664,100.0
100.10000000000218,100.0
100.39999999999782,100.00000000000364
100.04000000000087,99.99999999999636
100.2599999999984,101.0
100.18000000000391,100.0
100.07999999999812,100.00000000000364
100.27999999999884,99.99999999999636
100.06000000000132,100.0
100.08000000000176,100.0
100.07999999999812,101.00000000000364
100.31999999999972,99.99999999999636
99.97999999999956,100.0
100.20000000000071,100.0
100.20000000000071,100.0
100.17999999999664,100.00000000000364
100.16000000000348,99.99999999999636
100.18000000000028,101.0
100.13999999999942,100.0
99.92000000000188,100.0
100.15999999999622,100.0
100.23999999999796,100.0
100.08000000000176,100.0
100.2400000000016,100.0
100.0,101.0
100.16000000000348,99.0
100.15999999999622,101.00000000000364
100.24000000000524,99.99999999999636
100.05999999999769,100.0
100.09999999999854,100.0
100.25999999999476,100.0
100.16000000000348,100.00000000000364
99.9600000000064,100.99999999999636
100.13999999999214,100.0
100.38000000000466,100.0
99.81999999999972,100.00000000000364
100.29999999999563,99.99999999999636
100.0,100.0
100.16000000000348,100.0
100.09999999999854,100.0
100.20000000000437,101.0
100.07999999999448,100.0
100.22000000000116,100.0
100.04000000000087,100.0
100.34000000000378,100.0
100.09999999999854,100.0
100.23999999999796,100.0
100.07999999999448,100.0
99.9600000000064,100.0
100.09999999999854,101.0
99.95999999999913,100.0
100.38000000000466,100.00000000000364
100.37999999999738,99.99999999999636
100.17999999999302,101.0
100.06000000000496,100.0
100.40000000000146,100.00000000000364
100.08000000000176,99.99999999999636
100.08000000000176,100.0
100.0,100.0
100.07999999999448,100.0
100.15999999999622,101.0
100.12000000000262,100.0
100.16000000000348,100.0
100.11999999999534,100.0
100.34000000000378,100.00000000000364
99.90000000000146,99.99999999999636
100.18000000000028,100.0
100.13999999999942,100.0
100.19999999999708,101.0
100.34000000000378,100.0
99.86000000000058,100.0
100.09999999999854,100.00000000000364
100.16000000000348,99.99999999999636
100.13999999999214,100.0
100.28000000000613,100.0
100.11999999999534,101.00000000000364
100.22000000000116,99.99999999999636
99.90000000000146,100.0
100.15999999999622,100.0
100.09999999999854,100.0
100.38000000000466,100.00000000000364
100.07999999999448,99.99999999999636
99.9600000000064,100.0
100.11999999999534,100.0
100.1400000000067,101.00000000000364
100.16000000000348,99.99999999999636
100.09999999999128,100.0
100.30000000000292,100.0
100.0,100.0
100.23999999999796,100.00000000000364
100.1400000000067,99.99999999999636
99.99999999999272,101.0
100.37999999999738,100.0
99.9800000000032,100.0
100.16000000000348,100.0
100.08000000000176,100.0
100.23999999999796,100.00000000000364
100.04000000000087,100.99999999999636
100.21999999999387,100.00000000000364
100.13999999999942,99.99999999999272
100.12000000000262,100.00000000000364
100.20000000000437,100.0
100.59999999999854,101.0
100.11999999999534,100.0
100.04000000000087,100.0
100.1400000000067,100.0
100.11999999999534,100.0
100.43999999999504,100.0
100.28000000000613,101.0
99.93999999999504,100.0
100.18000000000757,100.0
100.19999999999708,100.0
100.13999999999942,100.00000000000728
100.08000000000176,99.99999999999272
100.33999999999652,100.0
100.02000000000407,101.0
100.0399999999936,100.0
100.24000000000524,100.0
100.07999999999448,100.0
100.18000000000028,100.0
100.1400000000067,100.0
100.0199999999968,101.0
100.31999999999972,100.0
99.94000000000231,100.0
100.17999999999302,100.0
100.3000000000102,100.0
100.07999999999448,100.0
100.05999999999769,100.0
100.18000000000757,100.0
100.15999999999622,100.0
100.09999999999854,101.0
100.18000000000028,100.0
100.13999999999942,100.00000000000728
100.22000000000116,99.99999999999272
99.9800000000032,100.0
100.27999999999884,100.0
100.09999999999128,100.0
100.02000000000407,100.00000000000728
100.23999999999796,100.99999999999272
100.08000000000902,100.0
100.15999999999622,100.0
100.13999999999942,100.0
100.04000000000087,100.0
100.13999999999942,100.0
100.13999999999942,100.0
100.26000000000204,101.00000000000728
100.0199999999968,99.99999999999272
100.16000000000348,100.0
100.13999999999942,100.0
100.09999999999854,100.0
100.19999999999708,100.00000000000728
100.16000000000348,99.99999999999272
100.34000000000378,101.00000000000728
100.33999999999652,99.99999999999272
100.05999999999769,100.0
100.06000000000496,100.0
100.23999999999796,100.0
100.04000000000087,100.00000000000728
100.23999999999796,100.99999999999272
99.93999999999504,100.0
100.20000000000437,100.0
100.13999999999942,100.0
100.09999999999854,100.0
100.24000000000524,100.0
100.13999999999942,100.0
100.04000000000087,101.00000000000728
100.11999999999534,99.99999999999272
100.08000000000176,100.0
100.36000000000058,100.0
100.07999999999448,100.0
100.06000000000496,100.00000000000728
100.19999999999708,99.99999999999272
100.0,101.00000000000728
100.20000000000437,99.99999999999272
100.25999999999476,100.0
100.04000000000087,100.0
100.1400000000067,100.0
100.05999999999769,100.00000000000728
100.05999999999769,99.99999999999272
100.26000000000204,101.0
100.05999999999769,100.0
100.20000000000437,100.0
100.13999999999942,100.0
100.15999999999622,100.0
100.13999999999942,100.0
100.06000000000496,100.0
100.07999999999448,100.0
100.23999999999796,101.0
100.04000000000087,100.0
100.08000000000902,100.0
100.21999999999387,100.00000000000728
100.0199999999968,99.99999999999272
100.26000000000931,100.0
100.07999999999448,100.0
100.09999999999854,101.0
100.18000000000028,100.0
100.06000000000496,100.0
100.21999999999387,100.0
100.1400000000067,100.0
99.95999999999184,100.0
100.38000000000466,100.0
100.09999999999854,101.0
100.4600000000064,100.0
100.1999999999898,100.0
100.1400000000067,100.0
100.0199999999968,101.00000000000728
100.22000000000116,99.99999999999272
99.9800000000032,100.0
100.05999999999769,100.0
100.3599999999933,100.0
100.1200000000099,100.00000000000728
99.9800000000032,99.99999999999272
100.1999999999898,101.0
100.10000000000582,100.0
100.17999999999302,100.0
100.36000000000058,100.0
100.08000000000176,100.0
100.04000000000087,100.0
100.18000000000028,100.0
100.0,101.0
100.22000000000116,100.0
100.09999999999854,100.0
100.34000000000378,100.0
100.23999999999796,100.00000000000728
100.07999999999448,100.99999999999272
100.16000000000348,100.00000000000728
100.04000000000087,99.99999999999272
100.16000000000348,100.0
100.13999999999942,100.0
100.12000000000262,100.0
100.21999999999387,100.00000000000728
100.19999999999708,100.99999999999272
100.32000000000698,100.0
99.9800000000032,100.0
100.15999999998894,100.0
100.18000000000757,100.0
100.11999999999534,100.0
100.37999999999738,100.0
99.92000000000552,100.0
99.95999999999913,101.0
100.13999999999942,100.0
100.09999999999854,100.0
100.18000000000028,100.0
100.20000000000437,100.00000000000728
100.04000000000087,99.99999999999272
100.09999999999854,101.00000000000728
100.19999999999708,99.99999999999272
100.34000000000378,100.0
100.0199999999968,100.0
100.09999999999854,100.0
100.13999999999942,100.00000000000728
100.23999999999796,99.99999999999272
100.58000000000176,101.0
100.02000000000407,100.0
100.21999999999387,100.0
100.22000000000116,100.0
100.16000000000348,101.0
100.11999999999534,100.0
100.06000000000496,100.00000000000728
100.12000000000262,99.99999999999272
100.18000000000028,100.0
100.09999999999854,100.0
100.16000000000348,100.0
100.15999999999622,100.00000000000728
99.94000000000231,99.99999999999272
100.13999999999214,101.00000000000728
100.32000000000698,99.99999999999272
99.89999999999418,100.0
100.16000000000348,100.0
100.29999999999563,100.0
100.20000000000437,100.00000000000728
100.11999999999534,99.99999999999272
100.12000000000262,101.0
100.13999999999942,100.0
100.08000000000176,100.0
100.18000000000028,100.0
100.12000000000262,100.0
100.11999999999534,100.0
100.18000000000028,100.0
100.18000000000028,101.0
100.02000000000407,100.0
100.02000000000407,100.0
100.11999999999534,100.0
100.29999999999563,100.00000000000728
99.94000000000231,99.99999999999272
100.18000000000028,100.0
100.09999999999854,100.0
100.23999999999796,100.0
100.20000000000437,101.0
100.11999999999534,100.0
100.18000000000028,100.00000000000728
99.9600000000064,99.99999999999272
100.09999999999854,100.0
100.36000000000058,100.0
100.08000000000176,100.0
100.0199999999968,100.00000000000728
100.09999999999854,100.99999999999272
100.13999999999942,100.0
