browser_natural,os_natural,browser_machine,os_machine,type
0.0,0.0,0.0,0.0,keydown
0.028600000000000847,0.028025487999999932,0.16882000000000008,0.1692529140000003,keyup
0.1731600000000011,0.1720175239999997,0.3767600000000001,0.3752234090000002,keydown
0.2408999999999999,0.2402134779999998,0.4759000000000001,0.47611171500000005,keyup
0.3651800000000005,0.3639853799999999,0.6875399999999999,0.6810063360000003,keydown
0.42915999999999954,0.42829229599999996,0.8741800000000001,0.8743292380000005,keyup
0.5431799999999996,0.5419905869999999,1.0817199999999998,1.0802923460000002,keydown
0.6105999999999998,0.6100673219999999,1.2398200000000004,1.2399383460000006,keyup
0.7301400000000022,0.7290092929999998,1.44626,1.4450920959999998,keydown
0.8022600000000022,0.8014908629999997,1.5801599999999998,1.5803567780000005,keyup
0.93126,0.9301699060000002,1.7842200000000004,1.783053476,keydown
0.9946400000000022,0.9939741229999997,1.8829200000000004,1.8830789250000004,keyup
1.108080000000001,1.1069874719999997,2.09694,2.089128895,keydown
1.1879000000000008,1.1871870049999997,2.2211800000000004,2.2214954880000004,keyup
1.299100000000001,1.29794924,2.4276000000000004,2.426274554000001,keydown
1.370960000000002,1.370360331,2.54104,2.5414577000000005,keyup
1.486460000000001,1.485322285,2.74636,2.7450492680000007,keydown
1.557940000000002,1.557395847,2.85204,2.8522295379999996,keyup
1.68032,1.6792203369999998,3.05814,3.0536867280000006,keydown
1.7478400000000018,1.7470772929999998,3.20562,3.205771728,keyup
1.8571000000000009,1.8560429179999995,3.4133600000000004,3.4118271389999997,keydown
1.92488,1.9242148279999998,3.5664400000000005,3.5668735189999996,keyup
2.033100000000001,2.0319013269999995,3.7697000000000007,3.768523409,keydown
2.1089199999999995,2.1082935910000002,3.8856000000000006,3.8858563640000003,keyup
2.2169000000000008,2.215768018,4.09312,4.091848723,keydown
2.280820000000002,2.280221004,4.19056,4.190696673,keyup
2.404020000000001,2.4028761919999995,4.40308,4.395144676000001,keydown
2.459880000000002,2.4592309909999996,4.49752,4.497765255000001,keyup
2.579100000000002,2.5779757029999995,4.70066,4.699503075000001,keydown
2.650400000000001,2.649739333,4.895199999999999,4.895093628,keyup
2.7674400000000023,2.76618641,5.10232,5.101011964,keydown
2.82686,2.826263126,5.27674,5.276854526000001,keyup
2.937000000000001,2.9358824489999997,5.48396,5.4827955589999995,keydown
3.012780000000001,3.0121486879999995,5.58674,5.586903456,keyup
3.1272800000000007,3.1259539100000002,5.79588,5.789166423999999,keydown
3.194460000000001,3.194055739,5.95442,5.953640566000001,keyup
3.313180000000001,3.31211691,6.16088,6.159617997,keydown
3.38082,3.380110946,6.3147400000000005,6.314811891,keyup
3.494100000000003,3.492989848,6.51728,6.516128248999999,keydown
3.5696400000000033,3.569029504,6.66092,6.6610583949999995,keyup
3.679120000000001,3.676966732,6.868180000000001,6.8670171280000005,keydown
3.757900000000003,3.7571994399999995,7.0292200000000005,7.029453717000001,keyup
3.876380000000001,3.875230861,7.23366,7.2325635120000005,keydown
3.918240000000001,3.9182110900000002,7.401300000000001,7.401328948,keyup
4.053700000000006,4.052659649999999,7.608460000000001,7.607310138000001,keydown
4.125980000000002,4.125237350999999,7.783660000000001,7.7837996490000005,keyup
4.242260000000002,4.241136538999999,7.99094,7.989775757,keydown
4.3098600000000005,4.309237499,8.120059999999999,8.120477159,keyup
4.427040000000002,4.425993352999999,8.32766,8.326448636,keydown
4.494980000000002,4.494163187,8.48104,8.481206526,keyup
4.618960000000001,4.617778269,8.68376,8.682550544,keydown
4.686600000000002,4.685951821,8.847439999999999,8.847866666,keyup
4.805800000000001,4.804655951999999,9.050419999999999,9.049189324,keydown
4.877780000000001,4.8771745719999995,9.222439999999999,9.22285962,keyup
4.990020000000001,4.988819467000001,9.4275,9.426273344,keydown
5.057760000000002,5.057140275,9.580259999999999,9.580345659,keyup
5.173200000000001,5.172099316000001,9.7837,9.782542071,keydown
5.236360000000001,5.23573992,9.947899999999999,9.948310165,keyup
5.361280000000001,5.360091546,10.15574,10.154283152,keydown
5.420760000000001,5.420162092,10.26122,10.261325883,keyup
5.54814,5.546965243000001,10.46748,10.465327838999999,keydown
5.615760000000002,5.615109073999999,10.5682,10.568295803,keyup
5.741840000000003,5.740779347,10.7788,10.772059060999998,keydown
5.80564,5.805026270000001,10.882800000000001,10.882956050999999,keyup
5.923819999999999,5.922738906999999,11.08934,11.087598353999999,keydown
5.987720000000003,5.987052976000001,11.26854,11.2686559,keyup
6.114460000000005,6.11311742,11.47574,11.474569690000001,keydown
6.153480000000002,6.152934223000001,11.59188,11.592115348000002,keyup
6.282779999999999,6.281750854,11.796439999999999,11.795250127000001,keydown
6.350580000000001,6.349892065000001,11.89368,11.893865067000002,keyup
6.481960000000001,6.480865660000001,12.106620000000001,12.099156767999999,keydown
6.545760000000001,6.5450264869999994,12.23108,12.231321231,keyup
6.662920000000003,6.661764529000001,12.434840000000001,12.433608167000001,keydown
6.730740000000001,6.730134434,12.586179999999999,12.586275645999999,keyup
6.853280000000002,6.852131618,12.79152,12.790267456,keydown
6.9165600000000005,6.915834888000001,12.9493,12.949729538000001,keyup
7.034300000000002,7.033181581000001,13.156839999999999,13.155700048000002,keydown
7.097980000000003,7.097226953,13.317760000000002,13.318189429999999,keyup
7.219200000000001,7.218129826,13.52536,13.524188074,keydown
7.290640000000003,7.29003367,13.659419999999999,13.659508633,keyup
7.407100000000003,7.406081378,13.866760000000001,13.865522824000001,keydown
7.474580000000003,7.473947498999999,14.03336,14.033592339,keyup
7.599800000000002,7.598608191,14.240720000000001,14.239475466,keydown
7.659540000000003,7.658911230999999,14.36068,14.360792476999999,keyup
7.796099999999999,7.795014286000001,14.567359999999999,14.566123477,keydown
7.859539999999999,7.8589502630000005,14.751800000000001,14.751876318999999,keyup
7.976820000000004,7.975672197,14.955100000000002,14.953931157000001,keydown
8.048259999999999,8.047677727,15.048219999999999,15.048705122,keyup
8.175300000000004,8.174172951000001,15.256140000000002,15.254715777,keydown
8.242580000000004,8.241991898,15.44634,15.446352622000001,keyup
8.364600000000003,8.363595776,15.653480000000002,15.652264064999999,keydown
8.428720000000002,8.428015373000001,15.847920000000002,15.847826525,keyup
8.57422,8.573114475,16.054940000000002,16.053758487000003,keydown
8.633500000000002,8.632644138,16.149620000000002,16.150025691000003,keyup
8.769720000000003,8.768642326,16.35714,16.355994322999997,keydown
8.833240000000004,8.832679524,16.50666,16.507076681,keyup
8.953080000000003,8.951947852,16.714180000000002,16.713041802,keydown
9.024580000000004,9.023980875,16.90278,16.902864503000004,keyup
9.159400000000002,9.158087395,17.11004,17.108798176999997,keydown
9.226440000000004,9.225873776,17.30452,17.30458933,keyup
9.361120000000003,9.360069837000001,17.51184,17.510559625,keydown
9.444479999999999,9.443881528,17.66402,17.664036895000002,keyup
9.767540000000004,9.767000981,17.8711,17.869899230999998,keydown
9.83144,9.830734773,17.9894,17.989553696999998,keyup
9.950700000000001,9.949622722,18.18984,18.189908144999997,keydown
10.030540000000002,10.029829939,18.346339999999998,18.346499155000004,keyup
10.170320000000004,10.169081823,18.5502,18.549064798000003,keydown
10.233239999999999,10.232595823,18.64832,18.648793277000003,keyup
10.355680000000003,10.354604346,18.861800000000002,18.854763296,keydown
10.431440000000002,10.430897294000001,18.98544,18.985557563999997,keyup
10.558100000000003,10.556890395,19.18972,19.188552084,keydown
10.621459999999999,10.620793446,19.384500000000003,19.384480949,keyup
10.746020000000001,10.744904617,19.59154,19.590390599000003,keydown
10.833200000000001,10.832568502,19.721519999999998,19.721656832999997,keyup
10.958160000000003,10.957011675,19.92872,19.927630449,keydown
11.029180000000004,11.028666336,20.021259999999998,20.021490544000002,keyup
11.15402,11.152873392,20.228620000000003,20.227474449,keydown
11.253420000000002,11.252777295,20.40212,20.402531504000002,keyup
11.380980000000001,11.379824627,20.60998,20.608820774999998,keydown
11.444420000000001,11.443795222,20.705640000000002,20.706048126,keyup
11.564860000000003,11.563768331,20.91962,20.912030432999998,keydown
11.652140000000003,11.651529106,21.07526,21.075435228000003,keyup
11.754120000000004,11.752891484000001,21.28266,21.2814676,keydown
11.841420000000003,11.840808142,21.37992,21.380076781,keyup
11.95554,11.954519617,21.593519999999998,21.586059071999998,keydown
12.051560000000002,12.050872621,21.681800000000003,21.68204942,keyup
12.154100000000003,12.152965506000001,21.88912,21.88798215,keydown
12.237440000000003,12.236883067,22.030020000000004,22.030032509,keyup
12.351020000000002,12.350000335,22.23348,22.232445806999998,keydown
12.442420000000002,12.441765012,22.402,22.402414614999998,keyup
12.554079999999999,12.552911516,22.60958,22.608399466999998,keydown
12.657499999999999,12.656790535,22.80348,22.803548454,keyup
12.768979999999999,12.767930246,23.01068,23.009512610999998,keydown
12.860500000000002,12.859719175999999,23.190179999999998,23.190604438999998,keyup
12.968720000000001,12.967492174,23.397740000000002,23.396587038,keydown
13.064480000000003,13.063702913,23.545540000000003,23.545613859,keyup
13.176980000000004,13.175911236000001,23.75006,23.749001433000004,keydown
13.260340000000003,13.259764048000001,23.943140000000003,23.943128278000003,keyup
13.381499999999999,13.380423315000002,24.150260000000003,24.149072812,keydown
13.481320000000004,13.480659972000002,24.28546,24.285644085,keyup
13.597059999999999,13.595928909000001,24.49282,24.491615114,keydown
13.688559999999999,13.687913789,24.68036,24.680555331999997,keyup
13.820340000000002,13.819064999000002,24.88774,24.88655379,keydown
13.907460000000004,13.906932855,24.977880000000003,24.977838706,keyup
14.025980000000004,14.024926785000002,25.1836,25.182307336,keydown
14.121420000000004,14.120773928999999,25.38212,25.382106723,keyup
14.248660000000001,14.247477804999999,25.5894,25.588027648999997,keydown
14.340420000000002,14.339881924,25.7467,25.746898667000004,keyup
14.469120000000004,14.467956371,25.949060000000003,25.947922114999997,keydown
14.576220000000003,14.575622436,26.10612,26.106524455,keyup
14.690059999999999,14.688957201000001,26.309739999999998,26.308600276,keydown
14.801179999999999,14.800376793000002,26.44058,26.441008756000002,keyup
14.943100000000001,14.942044469999999,26.64824,26.646996720000004,keydown
15.026299999999999,15.025762196999999,26.770180000000003,26.770230533000003,keyup
15.155080000000002,15.153882890999999,26.977400000000003,26.976224107,keydown
15.258400000000002,15.257793614,27.1714,27.171439694,keyup
15.386880000000001,15.385756349000001,27.37856,27.377424972,keydown
15.474400000000003,15.473793428,27.55544,27.555872169000004,keyup
15.59762,15.596467428,27.76302,27.761845965,keydown
15.693420000000003,15.692772283,27.961740000000002,27.961713376,keyup
15.814000000000004,15.812884986,28.168779999999998,28.167641646,keydown
15.90552,15.904818493,28.3078,28.30795613,keyup
16.021860000000004,16.020670763000002,28.515140000000002,28.513924047000003,keydown
16.110160000000004,16.108729606,28.635800000000003,28.636254679000004,keyup
16.2352,16.235142581,28.843380000000003,28.842228239,keydown
16.322840000000003,16.323287047,28.980120000000003,28.980387656000005,keyup
16.448560000000004,16.448345223,29.18344,29.182267831000004,keydown
16.558080000000004,16.557560236,29.320439999999998,29.320604443,keyup
16.674640000000004,16.673560075,29.526100000000003,29.525010956000003,keydown
16.766000000000002,16.765328233,29.667559999999998,29.667622844,keyup
16.880700000000004,16.879550858,29.8748,29.873596169000002,keydown
16.980520000000002,16.979923846000002,30.05288,30.053113379000003,keyup
17.10534,17.104849569,30.260240000000003,30.259068748000004,keydown
17.20952,17.209308618,30.432620000000004,30.433012772000005,keyup
17.306000000000004,17.305221853,30.640259999999998,30.638983019,keydown
17.401360000000004,17.401047167,30.798140000000004,30.798592890000002,keyup
17.518180000000005,17.517253707000002,31.00588,31.004601207,keydown
17.61388,17.613354363,31.114520000000002,31.114668078,keyup
17.738440000000004,17.737491001,31.318280000000005,31.317836321,keydown
17.846180000000004,17.845556521,31.49146,31.491611453000004,keyup
17.96962,17.968177438,31.698720000000005,31.697576249,keydown
18.07726,18.076498776,31.87336,31.873550365,keyup
18.204180000000004,18.203352424000002,32.080780000000004,32.079563051,keydown
