browser_natural,os_natural,browser_machine,os_machine
0.0,0.0,0.0,0.0
0.3606649999618554,0.36095429999999995,0.2016150000095358,0.2020906
0.719769999980926,0.7199491999999998,0.40334500002860985,0.40323430000000027
1.0747999999523117,1.075021,0.6063250000476827,0.6060699000000005
1.4068799998760184,1.4070357999999996,0.8218250000476832,0.8221645999999998
1.7604099998474112,1.7610667999999996,1.0231599998474117,1.0231753000000001
2.1086050000190752,2.1090673,1.2249500000476825,1.2249739000000002
2.459940000057216,2.4601874,1.4270449998378751,1.4270857000000001
2.8182649998664857,2.8184367,1.6281449999809254,1.6286857000000001
3.1725650000572188,3.1734189999999995,1.8302400000095371,1.8302283
3.502139999866486,3.5022946999999998,2.0320499999523154,2.0323862000000004
3.8339300000667578,3.8343342000000002,2.235714999914169,2.2355112000000004
4.170154999971388,4.170350599999999,2.4397599999904624,2.4400506
4.494295000076292,4.4953018,2.6466099998950963,2.646571
4.825509999990459,4.826396299999999,2.853329999923705,2.8533638999999997
5.144534999847409,5.144612199999999,3.0581799998283383,3.0587863000000004
5.476819999933241,5.4775951,3.261754999876022,3.2623465000000005
5.788224999904628,5.7885785,3.4672449998855583,3.4671390000000004
6.1215750000476845,6.1225331999999995,3.670200000047682,3.6702129999999995
6.421355000019069,6.421659699999999,3.872669999837875,3.8726179000000007
6.770835000038147,6.771742699999999,4.075710000038146,4.075357100000001
7.096829999923706,7.0976932,4.278004999876021,4.278095599999999
7.390565000057222,7.390763999999999,4.480924999952315,4.4812138
7.72056999993324,7.720865199999999,4.681939999818802,4.6824316999999995
8.035680000066755,8.0359541,4.885314999818803,4.8851477
8.359534999847412,8.359881099999999,5.089259999990464,5.089171100000001
8.707534999847411,8.707847399999999,5.291289999961851,5.290632400000001
9.06815499997139,9.0688784,5.495164999961851,5.4951391
9.457754999876023,9.4580667,5.697109999895094,5.697159500000001
9.833789999961851,9.8341184,5.8990099999904615,5.899094000000001
10.174714999914166,10.175075399999999,6.101899999856947,6.102221900000001
10.496494999885556,10.496986,6.303774999856948,6.3042866
10.900019999980927,10.900139099999999,6.5193699998855585,6.5199085000000006
11.209924999952314,11.2101258,6.724484999895097,6.725066900000001
11.541045000076295,11.5413497,6.929779999971391,6.9298645
11.912115000009535,11.9124082,7.133230000019072,7.133678499999999
12.258194999933245,12.258463599999999,7.336884999990463,7.336591100000001
12.61,12.6103132,7.53796499991417,7.5379408
12.95605999994278,12.9563505,7.740424999952317,7.7406728
13.319159999847408,13.3194431,7.9427749998569475,7.9432391
13.694264999866483,13.6945592,8.144950000047682,8.145305
14.032019999980925,14.032422099999998,8.346759999990464,8.347031099999999
14.36869000005722,14.3695533,8.549345000028609,8.549361900000001
14.67752999997139,14.677662599999998,8.751799999952315,8.7518058
15.01084500002861,15.011504500000001,8.952849999904632,8.953261099999999
15.35467000007629,15.3555514,9.154934999942778,9.1549118
15.68209500002861,15.682757200000001,9.356595000028609,9.3570496
16.02815999984741,16.0288056,9.559000000000001,9.5592331
16.375734999895094,16.3759199,9.76030999994278,9.7602872
16.70438499999046,16.7047312,9.963279999971391,9.963024099999998
17.025440000057216,17.0260293,10.178694999933242,10.178487400000002
17.382680000066756,17.3829997,10.382575000047684,10.3826039
17.66818499994278,17.6678755,10.583960000038147,10.583853600000001
18.018659999847408,18.0189091,10.785954999923707,10.7860109
18.36502499985695,18.365163499999998,10.991109999895095,10.991462599999998
18.699990000009535,18.7002825,11.195964999914167,11.1964546
19.017769999980928,19.0180386,11.40243499994278,11.4020029
19.378269999980922,19.3789868,11.603559999942778,11.603458799999999
19.69583999991417,19.6960987,11.8088149998188,11.8083298
20.041849999904635,20.0421619,12.009230000019073,12.0091997
20.371019999980923,20.3714082,12.210730000019073,12.2106611
20.688575000047685,20.6891709,12.411299999952316,12.411804099999998
21.043059999942777,21.0434359,12.614855000019073,12.614775899999998
21.416170000076292,21.4164347,12.817554999828339,12.818002099999998
21.763644999980926,21.7644608,13.023339999914167,13.0239644
22.11534500002861,22.1155094,13.230384999990463,13.230107399999998
22.457299999952312,22.4575231,13.434089999914168,13.434522399999999
22.794339999914165,22.7946587,13.640365000009535,13.6406453
23.11233999991417,23.1125866,13.84852999997139,13.848501499999998
23.43817000007629,23.4385121,14.052944999933242,14.053088299999999
23.739234999895096,23.7395959,14.268269999980927,14.268835499999998
24.092734999895093,24.0926231,14.47018499994278,14.470397299999998
24.442549999952313,24.4428351,14.67277999997139,14.672762500000001
24.723609999895096,24.7238713,14.875174999952314,14.875239399999998
25.099624999999996,25.0998665,15.082234999895096,15.0820969
25.419045000076288,25.419674399999998,15.284569999933243,15.284530199999999
25.72565499997139,25.7257448,15.486919999837873,15.4868862
26.07445499992371,26.073971,15.689764999866487,15.689774
26.374825000047686,26.375042999999998,15.894700000047685,15.8949441
26.684720000028612,26.6849258,16.097134999990462,16.0977541
27.00058500003815,27.0009166,16.301615000009537,16.3015291
27.294825000047688,27.2958601,16.503075000047684,16.5030107
27.59075499987602,27.5910491,16.705460000038148,16.705492
27.904670000076287,27.9050174,16.90852999997139,16.908653599999997
28.190784999847416,28.191075899999998,17.1243149998188,17.1243022
28.473950000047687,28.474099,17.325099999904634,17.325063
28.78995000004769,28.790266199999998,17.525189999818803,17.525484
29.097845000028606,29.0981254,17.728279999971388,17.7281004
29.405399999856947,29.405429100000003,17.931474999904633,17.9311242
29.700204999923706,29.7011378,18.135984999895097,18.1355808
30.005149999856947,30.006200699999997,18.338835000038145,18.338443299999998
30.327024999856953,30.327285299999996,18.54081999993324,18.5410257
