,0,Missclassifications,Error
a2,180,240,57.14285714285714
a3,172,248,59.047619047619044
a4,171,249,59.285714285714285
a23,198,222,52.857142857142854
a24,207,213,50.71428571428571
a34,211,209,49.76190476190476
a234,217,203,48.33333333333333
r2,377,43,10.238095238095237
r3,379,41,9.761904761904761
r4,365,55,13.095238095238095
r23,385,35,8.333333333333332
r24,393,27,6.428571428571428
r34,379,41,9.761904761904761
r234,391,29,6.904761904761904
r2_a2,379,41,9.761904761904761
r2_a23,366,54,12.857142857142856
r2_a24,369,51,12.142857142857142
r2_a234,358,62,14.761904761904761
r23_a2,386,34,8.095238095238095
r23_a23,384,36,8.571428571428571
r23_a24,386,34,8.095238095238095
r23_a234,382,38,9.047619047619047
r234_a2,393,27,6.428571428571428
r234_a23,391,29,6.904761904761904
r234_a24,391,29,6.904761904761904
r234_a234,386,34,8.095238095238095
