,0,Missclassifications,Error
a2,69,351,83.57142857142857
a3,82,338,80.47619047619047
a4,125,295,70.23809523809524
a23,70,350,83.33333333333333
a24,108,312,74.28571428571428
a34,110,310,73.80952380952381
a234,96,324,77.14285714285714
r2,374,46,10.952380952380953
r3,379,41,9.761904761904761
r4,346,74,17.619047619047617
r23,380,40,9.523809523809524
r24,380,40,9.523809523809524
r34,376,44,10.476190476190476
r234,378,42,10.0
r2_a2,353,67,15.95238095238095
r2_a23,335,85,20.238095238095237
r2_a24,348,72,17.142857142857142
r2_a234,325,95,22.619047619047617
r23_a2,377,43,10.238095238095237
r23_a23,372,48,11.428571428571427
r23_a24,375,45,10.714285714285714
r23_a234,366,54,12.857142857142856
r234_a2,378,42,10.0
r234_a23,377,43,10.238095238095237
r234_a24,377,43,10.238095238095237
r234_a234,372,48,11.428571428571427
