,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,11,13,14,13,13,14,15,10,7,9,5,13,12,12,10,15,14,14,12
1,0,0,0,0,0,0,0,3,2,5,3,4,3,5,2,0,0,0,2,1,1,0,4,4,3,3
2,0,0,0,0,0,0,0,0,6,6,2,4,7,4,1,1,0,0,1,1,1,0,4,4,3,3
3,1,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15
4,0,0,0,0,0,0,0,14,15,15,15,15,15,15,11,6,4,2,15,12,12,8,15,14,13,12
5,7,9,4,10,10,8,11,12,3,1,5,3,2,2,12,13,13,13,6,6,7,7,2,4,2,4
6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,7,2,5,3,4,1,5,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,2,0,5,2,5,3,4,15,13,11,14,12,11,14,13,13,14,13,15,15,15,15,14,14,14,14
9,6,15,1,12,8,14,12,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,7,4,7,2,8,3,3,11,13,13,12,14,14,14,13,13,14,14,14,14,14,14,14,14,14,14
11,2,0,3,0,5,0,2,11,14,15,13,15,15,15,11,10,11,10,13,13,12,13,15,15,15,15
12,3,13,6,9,5,9,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,0,0,1,0,0,0,0,2,6,6,5,4,7,6,1,3,2,2,4,3,5,4,6,5,6,6
15,1,0,9,5,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,8,10,7,13,10,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,2,5,8,4,7,10,9,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
18,0,0,0,0,0,0,0,10,6,6,12,13,7,12,10,10,10,10,11,11,9,9,13,12,12,11
19,2,0,1,1,1,0,1,15,14,10,15,15,13,15,15,14,14,14,15,15,15,15,15,15,15,15
20,0,0,0,0,0,0,0,15,13,12,15,15,12,15,12,13,10,7,14,14,13,13,15,15,14,13
21,0,0,1,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,6,3,6,10,9,5,9,13,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
23,7,1,5,9,10,5,11,15,15,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,3,0,1,1,2,1,0,11,14,14,14,15,15,15,12,13,13,13,15,15,15,15,15,15,15,15
25,9,2,7,10,7,7,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,0,3,0,2,0,5,2,13,14,11,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14
27,6,6,14,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
