,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,10,15,12,12,12,13,15,8,5,2,0,11,10,10,9,12,13,12,11
1,0,0,0,0,0,0,0,3,4,3,4,2,3,5,6,3,3,0,5,5,6,6,5,5,5,5
2,0,0,0,0,0,0,0,1,7,6,2,4,6,5,1,1,1,1,3,1,2,1,5,5,5,4
3,0,0,0,0,0,0,0,15,15,15,15,15,15,15,14,14,14,14,15,15,15,15,15,15,15,15
4,0,0,0,0,0,0,0,14,15,15,15,15,15,15,13,12,12,9,15,14,14,14,15,15,15,14
5,1,5,6,3,4,5,7,12,3,1,6,4,2,4,12,12,12,14,6,6,6,7,5,5,5,5
6,0,4,2,1,0,2,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,6,1,4,1,7,3,4,15,14,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
8,3,0,2,0,6,0,3,13,14,11,14,13,14,14,13,13,13,12,15,15,15,15,14,15,14,15
9,15,15,15,15,15,15,15,15,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,6,14,14,14,14,14,14,13,14,13,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,0,0,0,0,0,0,0,13,15,15,15,15,15,15,12,10,11,8,15,14,15,13,15,15,15,15
12,5,11,13,14,13,14,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15
14,0,0,0,0,0,0,0,0,6,6,2,3,7,5,5,2,2,0,4,3,3,3,7,5,6,5
15,0,0,1,0,0,0,0,15,15,15,15,15,15,15,15,14,14,14,15,15,15,15,15,15,15,15
16,0,1,9,0,2,6,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,0,0,12,0,5,8,1,15,14,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
18,0,0,0,0,0,0,0,13,10,5,14,13,10,14,12,8,11,1,14,13,13,12,14,13,12,12
19,0,0,0,0,0,0,0,15,15,11,15,15,14,15,14,8,10,8,15,15,15,15,15,15,15,15
20,14,0,0,7,0,0,0,14,15,13,15,15,14,15,15,15,13,13,15,15,15,14,15,15,15,15
21,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,13,14,7,15,15,15,15,15,15,15,15
22,1,0,3,0,5,0,1,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
23,0,0,0,0,0,0,0,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
24,2,13,9,12,10,12,12,11,13,14,13,14,15,14,13,13,13,14,14,14,14,14,14,15,15,15
25,0,0,3,0,1,1,0,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15
26,2,1,2,0,3,0,0,13,15,11,14,13,13,13,14,14,14,14,15,15,15,15,15,15,15,15
27,0,0,6,0,0,0,0,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15
