,0,Missclassifications,Error
a2,92,328,78.09523809523809
a3,110,310,73.80952380952381
a4,139,281,66.9047619047619
a23,110,310,73.80952380952381
a24,136,284,67.61904761904762
a34,143,277,65.95238095238095
a234,133,287,68.33333333333333
r2,375,45,10.714285714285714
r3,382,38,9.047619047619047
r4,361,59,14.047619047619047
r23,384,36,8.571428571428571
r24,388,32,7.619047619047619
r34,379,41,9.761904761904761
r234,389,31,7.3809523809523805
r2_a2,380,40,9.523809523809524
r2_a23,366,54,12.857142857142856
r2_a24,377,43,10.238095238095237
r2_a234,350,70,16.666666666666664
r23_a2,390,30,7.142857142857142
r23_a23,385,35,8.333333333333332
r23_a24,385,35,8.333333333333332
r23_a234,384,36,8.571428571428571
r234_a2,390,30,7.142857142857142
r234_a23,386,34,8.095238095238095
r234_a24,387,33,7.857142857142857
r234_a234,381,39,9.285714285714285
