,0,Missclassifications,Error
a2,67,353,84.04761904761904
a3,60,360,85.71428571428571
a4,89,331,78.80952380952381
a23,61,359,85.47619047619047
a24,101,319,75.95238095238095
a34,97,323,76.9047619047619
a234,86,334,79.52380952380952
r2,345,75,17.857142857142858
r3,349,71,16.904761904761905
r4,333,87,20.71428571428571
r23,359,61,14.523809523809524
r24,362,58,13.809523809523808
r34,355,65,15.476190476190474
r234,365,55,13.095238095238095
r2_a2,344,76,18.095238095238095
r2_a23,332,88,20.952380952380953
r2_a24,345,75,17.857142857142858
r2_a234,324,96,22.857142857142854
r23_a2,358,62,14.761904761904761
r23_a23,354,66,15.714285714285714
r23_a24,365,55,13.095238095238095
r23_a234,355,65,15.476190476190474
r234_a2,361,59,14.047619047619047
r234_a23,360,60,14.285714285714285
r234_a24,365,55,13.095238095238095
r234_a234,358,62,14.761904761904761
