,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,9,10,12,13,13,14,14,8,8,6,5,12,9,8,8,14,13,12,10
1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
2,0,0,0,0,0,0,0,0,5,6,3,5,5,4,0,0,0,0,1,1,1,1,4,5,5,5
3,2,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,1,0,0,0,0,0,0,13,15,15,14,14,15,14,13,12,13,10,14,14,14,14,14,14,14,14
5,1,2,2,2,2,1,2,11,1,1,4,2,2,2,12,12,12,12,4,4,4,4,2,2,2,2
6,2,0,2,0,0,0,0,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
7,1,1,5,0,6,5,3,14,14,15,15,15,14,15,14,15,15,15,15,15,15,15,15,15,15,15
8,1,1,8,0,4,7,1,11,13,9,14,13,12,14,10,9,12,11,14,14,14,14,14,13,14,14
9,15,15,1,15,15,15,15,15,13,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,10,14,10,14,11,14,14,9,12,10,14,14,12,14,13,13,13,14,14,14,14,14,14,14,14,14
11,0,0,10,0,4,1,0,11,13,15,13,15,14,14,10,8,13,11,13,13,14,13,14,14,14,14
12,5,7,12,13,13,10,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,3,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,0,0,0,0,0,0,0,2,4,7,1,4,7,5,1,0,2,0,1,1,1,1,4,4,4,4
15,0,0,0,0,0,1,0,15,15,14,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15
16,1,1,5,0,8,6,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,2,4,1,2,7,6,5,14,14,13,14,14,14,14,14,15,15,15,15,15,15,15,14,15,15,15
18,0,0,2,0,0,0,0,13,6,3,13,10,5,11,11,7,12,9,12,10,13,12,10,9,11,10
19,0,0,0,0,0,0,0,13,13,11,15,15,14,15,12,11,11,10,14,13,14,13,15,15,15,15
20,0,0,1,0,0,0,0,10,15,9,12,12,14,14,9,7,10,6,12,12,12,11,14,14,14,13
21,0,0,10,0,1,1,0,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15
22,0,1,1,0,1,1,0,12,13,13,14,15,15,15,12,13,13,13,15,15,15,15,15,15,15,15
23,0,0,0,0,0,0,0,14,15,12,15,15,14,15,14,14,14,14,15,15,15,15,15,15,15,15
24,5,6,11,4,8,9,7,9,12,13,11,15,13,14,9,13,13,13,12,14,14,15,15,15,15,15
25,0,0,0,0,0,1,0,14,15,13,15,15,15,15,14,14,14,14,15,15,14,14,15,15,15,15
26,1,0,5,0,4,2,1,8,14,12,11,11,13,12,9,9,10,10,12,11,13,13,12,11,13,13
27,0,1,0,0,0,1,1,14,15,15,15,15,15,15,15,15,13,15,15,15,15,15,15,15,15,15
