,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,1,0,0,0,0,0,0,10,12,14,12,12,13,15,11,5,5,4,12,10,12,7,14,13,13,13
1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,0,0,0,2,1,0,0,2,2,2,1
2,0,0,0,0,0,0,0,1,6,5,1,5,5,5,0,0,0,0,2,1,1,1,5,5,6,4
3,0,0,0,0,0,0,0,15,15,15,15,15,15,15,14,13,12,11,15,15,15,15,15,15,15,15
4,0,0,0,0,0,0,0,13,14,15,14,14,15,14,10,4,1,0,14,13,12,9,14,14,13,13
5,3,7,3,8,8,8,9,13,2,1,4,3,1,2,13,14,14,14,4,4,4,4,2,3,2,3
6,14,15,12,15,14,14,15,14,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
7,8,0,2,5,5,1,4,15,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,1,1,1,2,2,1,3,13,12,10,14,11,11,12,13,13,13,13,14,14,14,14,11,12,12,12
9,5,15,2,14,7,9,13,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,6,1,6,1,7,2,2,11,14,14,14,14,14,14,13,13,14,14,14,14,14,14,14,14,14,14
11,0,0,1,0,1,0,0,10,12,15,12,15,15,15,9,7,9,7,11,11,11,11,15,15,15,15
12,2,8,3,6,3,8,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,0,0,1,0,0,0,0,1,5,5,3,2,7,3,1,2,2,1,3,2,3,3,3,3,3,3
15,0,3,4,1,2,7,5,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,3,4,8,9,7,11,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,1,5,5,7,4,9,6,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
18,0,0,0,0,0,0,0,13,7,6,12,13,7,14,10,10,9,8,11,10,10,9,13,12,11,11
19,1,1,1,2,1,1,1,13,13,11,13,14,14,14,13,11,13,11,13,13,13,13,14,14,14,14
20,0,0,0,0,0,0,0,9,15,9,15,13,14,15,9,11,8,8,15,15,13,13,14,15,13,13
21,0,0,0,0,0,0,0,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,3,3,3,3,4,2,2,14,14,13,14,14,15,15,13,13,12,12,14,14,14,14,14,14,14,14
23,4,0,2,5,5,4,5,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
24,2,1,1,1,0,0,0,8,13,14,14,13,15,14,12,13,12,9,14,15,14,14,15,15,15,15
25,4,1,3,4,5,5,7,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,1,2,1,3,1,1,3,12,12,11,14,12,11,13,11,13,11,13,14,14,14,14,12,13,12,12
27,3,4,10,7,9,11,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
