,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,14,15,15,15,15,15,15,11,9,10,7,15,15,15,14,15,15,15,15
1,1,0,0,0,0,0,0,10,9,10,12,11,9,11,11,10,8,7,12,11,12,10,11,11,11,11
2,1,0,0,0,0,0,0,1,9,7,4,6,9,6,1,1,1,1,4,3,4,2,6,6,6,5
3,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,1,0,0,0,0,0,0,14,15,14,15,15,15,15,13,13,13,12,15,14,14,14,15,14,14,14
5,8,8,5,11,10,9,10,14,3,1,7,6,2,4,15,15,15,15,10,11,10,11,4,4,4,4
6,10,12,5,13,10,8,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,10,5,5,11,11,3,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,12,15,13,14,14,14,15,15,15,12,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15
9,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,0,0,9,0,4,6,2,12,14,15,13,15,15,15,13,13,13,13,13,14,14,15,15,15,15,15
12,14,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,10,2,0,7,7,0,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,0,6,13,2,7,12,8,9,12,12,12,13,13,13,10,11,13,13,12,12,13,13,13,13,14,14
15,1,0,2,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,7,14,11,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,6,7,7,9,13,8,12,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
18,2,0,8,1,3,2,2,14,12,6,14,14,10,14,13,12,13,11,14,14,14,14,14,14,14,14
19,2,4,1,3,4,3,5,15,15,14,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15
20,3,5,7,4,6,7,4,15,15,13,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
21,0,1,5,1,1,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,3,4,4,5,9,6,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
23,2,1,2,0,2,1,1,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
24,9,14,5,13,7,12,12,13,15,14,14,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15
25,1,8,9,5,5,11,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,2,5,9,3,8,11,9,14,14,13,15,15,14,15,14,14,14,13,15,15,15,15,15,15,15,15
27,5,12,14,7,11,14,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
