,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,12,13,14,15,14,14,14,9,8,8,5,13,12,12,11,14,14,14,14
1,1,0,0,0,0,0,0,1,3,5,2,3,5,4,3,1,3,0,4,4,3,2,5,6,5,6
2,0,0,0,0,0,0,0,0,7,6,4,5,8,4,0,0,0,0,3,3,3,3,4,4,4,4
3,0,0,1,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,0,0,0,0,0,0,0,14,15,15,15,15,15,15,14,12,11,6,15,15,15,13,15,15,15,15
5,5,5,6,7,9,7,8,14,3,1,5,3,2,4,14,14,14,15,6,6,6,6,4,4,4,4
6,4,7,7,6,4,6,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,11,4,3,11,11,5,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,5,10,8,11,8,13,13,15,14,9,15,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15
9,13,14,0,15,10,10,15,14,14,15,14,15,15,15,15,15,15,15,14,14,14,14,15,15,15,15
10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,1,1,14,0,12,11,8,11,14,15,13,15,15,15,9,9,14,13,13,13,15,15,15,15,15,15
12,12,10,11,14,14,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,4,0,0,1,2,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,1,0,8,0,9,7,4,7,8,10,9,11,10,9,8,7,11,9,9,8,9,9,10,10,12,11
15,3,9,0,5,4,6,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,12,8,10,14,13,10,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,9,11,5,13,12,8,14,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
18,0,0,6,0,4,9,0,13,12,7,14,14,11,14,12,12,12,12,14,13,14,13,13,13,14,14
19,7,0,1,7,11,2,9,15,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
20,0,0,0,0,0,0,0,15,15,13,15,15,14,15,15,13,12,11,15,15,15,14,15,15,15,14
21,0,0,5,0,6,8,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,3,5,1,9,4,4,4,14,15,15,15,15,15,15,14,14,14,14,15,15,15,14,15,15,15,15
23,2,6,0,6,5,6,9,15,15,13,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
24,7,11,10,10,9,11,11,11,15,14,15,14,15,15,12,13,14,14,15,15,15,15,15,15,15,15
25,3,5,3,7,5,7,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,5,1,2,4,4,2,5,15,14,11,14,15,14,14,13,13,14,13,14,14,15,15,14,15,15,15
27,5,13,0,10,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
