,0,Missclassifications,Error
a2,127,293,69.76190476190476
a3,134,286,68.09523809523809
a4,115,305,72.61904761904762
a23,164,256,60.95238095238095
a24,178,242,57.61904761904761
a34,173,247,58.8095238095238
a234,193,227,54.047619047619044
r2,365,55,13.095238095238095
r3,369,51,12.142857142857142
r4,355,65,15.476190476190474
r23,374,46,10.952380952380953
r24,378,42,10.0
r34,373,47,11.19047619047619
r234,377,43,10.238095238095237
r2_a2,362,58,13.809523809523808
r2_a23,355,65,15.476190476190474
r2_a24,366,54,12.857142857142856
r2_a234,351,69,16.428571428571427
r23_a2,374,46,10.952380952380953
r23_a23,371,49,11.666666666666666
r23_a24,375,45,10.714285714285714
r23_a234,368,52,12.38095238095238
r234_a2,378,42,10.0
r234_a23,380,40,9.523809523809524
r234_a24,382,38,9.047619047619047
r234_a234,381,39,9.285714285714285
