,0,Missclassifications,Error
a2,155,265,63.095238095238095
a3,168,252,60.0
a4,152,268,63.8095238095238
a23,194,226,53.8095238095238
a24,218,202,48.095238095238095
a34,212,208,49.52380952380952
a234,234,186,44.285714285714285
r2,370,50,11.904761904761903
r3,381,39,9.285714285714285
r4,362,58,13.809523809523808
r23,381,39,9.285714285714285
r24,388,32,7.619047619047619
r34,381,39,9.285714285714285
r234,388,32,7.619047619047619
r2_a2,368,52,12.38095238095238
r2_a23,354,66,15.714285714285714
r2_a24,364,56,13.333333333333332
r2_a234,354,66,15.714285714285714
r23_a2,382,38,9.047619047619047
r23_a23,379,41,9.761904761904761
r23_a24,386,34,8.095238095238095
r23_a234,380,40,9.523809523809524
r234_a2,389,31,7.3809523809523805
r234_a23,389,31,7.3809523809523805
r234_a24,389,31,7.3809523809523805
r234_a234,387,33,7.857142857142857
