,0,Missclassifications,Error
a2,52,368,87.61904761904762
a3,71,349,83.09523809523809
a4,96,324,77.14285714285714
a23,56,364,86.66666666666666
a24,84,336,80.0
a34,94,326,77.61904761904762
a234,81,339,80.71428571428571
r2,348,72,17.142857142857142
r3,358,62,14.761904761904761
r4,352,68,16.19047619047619
r23,367,53,12.619047619047619
r24,376,44,10.476190476190476
r34,364,56,13.333333333333332
r234,374,46,10.952380952380953
r2_a2,337,83,19.76190476190476
r2_a23,314,106,25.238095238095237
r2_a24,336,84,20.0
r2_a234,306,114,27.142857142857142
r23_a2,365,55,13.095238095238095
r23_a23,357,63,15.0
r23_a24,359,61,14.523809523809524
r23_a234,346,74,17.619047619047617
r234_a2,370,50,11.904761904761903
r234_a23,367,53,12.619047619047619
r234_a24,370,50,11.904761904761903
r234_a234,365,55,13.095238095238095
