,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,0,0,0,0,0,0,0,12,15,13,15,15,14,15,10,8,7,4,15,15,14,11,15,15,15,15
1,0,0,0,0,0,0,0,4,3,3,3,8,1,4,2,1,1,1,2,2,2,2,2,2,2,2
2,0,0,0,0,0,0,0,1,8,7,3,6,7,6,0,0,0,0,1,1,1,1,6,6,6,6
3,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,14,15,13,15,15,15,15,15,15,15,15
4,15,4,0,15,15,13,15,14,15,14,15,14,15,15,14,14,14,14,15,15,15,15,15,15,15,15
5,6,6,7,6,8,6,8,13,2,1,4,3,2,3,14,14,14,15,5,6,5,7,3,3,4,4
6,0,0,9,0,0,1,0,14,15,15,15,15,15,15,12,11,14,12,14,14,14,14,15,14,15,15
7,6,2,5,4,5,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
8,13,13,6,15,15,14,15,15,13,12,15,14,14,14,15,15,15,15,15,15,15,15,14,14,15,15
9,11,15,8,15,13,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
10,2,0,14,10,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,1,4,0,1,0,0,0,11,14,15,14,15,15,15,10,11,8,9,14,13,12,12,15,15,15,15
12,0,8,15,1,3,14,4,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15
14,5,11,0,10,0,3,6,8,8,6,10,10,11,10,8,11,7,10,10,11,10,11,11,11,11,11
15,3,5,5,7,4,8,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,9,12,9,13,12,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,8,1,8,7,10,6,8,15,14,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
18,1,0,0,0,0,0,0,14,11,6,14,14,11,14,12,12,11,11,14,14,13,14,14,14,13,13
19,0,1,0,1,0,1,2,15,15,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
20,0,14,0,3,0,5,2,13,14,13,14,14,14,15,13,14,11,13,15,15,14,15,15,15,15,15
21,1,3,0,2,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,0,0,6,0,2,4,4,14,15,14,15,14,15,15,13,12,13,12,15,15,15,15,15,15,15,15
23,2,5,1,5,3,3,3,15,15,12,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
24,0,0,6,0,0,7,0,11,14,14,14,14,14,14,11,13,15,15,14,15,15,15,14,15,15,15
25,4,2,6,3,6,7,6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,2,5,2,2,4,5,4,12,15,12,15,12,14,15,11,11,10,10,15,15,15,15,15,15,15,15
27,6,15,12,14,12,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
