,0,Missclassifications,Error
a2,91,329,78.33333333333333
a3,103,317,75.47619047619047
a4,105,315,75.0
a23,118,302,71.9047619047619
a24,119,301,71.66666666666666
a34,145,275,65.47619047619047
a234,134,286,68.09523809523809
r2,347,73,17.38095238095238
r3,356,64,15.238095238095237
r4,338,82,19.523809523809522
r23,362,58,13.809523809523808
r24,366,54,12.857142857142856
r34,363,57,13.571428571428571
r234,366,54,12.857142857142856
r2_a2,345,75,17.857142857142858
r2_a23,348,72,17.142857142857142
r2_a24,342,78,18.57142857142857
r2_a234,340,80,19.047619047619047
r23_a2,359,61,14.523809523809524
r23_a23,360,60,14.285714285714285
r23_a24,355,65,15.476190476190474
r23_a234,358,62,14.761904761904761
r234_a2,367,53,12.619047619047619
r234_a23,371,49,11.666666666666666
r234_a24,368,52,12.38095238095238
r234_a234,368,52,12.38095238095238
