,0,Missclassifications,Error
a2,85,335,79.76190476190476
a3,97,323,76.9047619047619
a4,126,294,70.0
a23,93,327,77.85714285714285
a24,116,304,72.38095238095238
a34,133,287,68.33333333333333
a234,122,298,70.95238095238095
r2,368,52,12.38095238095238
r3,376,44,10.476190476190476
r4,351,69,16.428571428571427
r23,383,37,8.809523809523808
r24,384,36,8.571428571428571
r34,373,47,11.19047619047619
r234,387,33,7.857142857142857
r2_a2,374,46,10.952380952380953
r2_a23,354,66,15.714285714285714
r2_a24,363,57,13.571428571428571
r2_a234,334,86,20.476190476190474
r23_a2,383,37,8.809523809523808
r23_a23,386,34,8.095238095238095
r23_a24,383,37,8.809523809523808
r23_a234,378,42,10.0
r234_a2,387,33,7.857142857142857
r234_a23,386,34,8.095238095238095
r234_a24,387,33,7.857142857142857
r234_a234,382,38,9.047619047619047
