browser_isolated_idle,browser_isolated_busy_abovenormal,browser_isolated_maximum_normal,browser_isolated_medium_abovenormal
100.5800000000163,120.0199999999968,112.09999999997672,116.31999999994878
100.1599999999744,110.94000000000231,102.38000000000466,106.56000000005588
100.54000000003724,110.22000000000116,101.31999999994878,131.6599999999744
100.3399999999674,110.79999999999563,102.52000000001864,131.3400000000256
100.46000000002095,113.95999999999913,102.09999999997672,116.13999999995576
100.21999999997206,122.22000000000116,100.68000000005122,115.72000000003028
100.64000000001396,100.81999999999972,100.38000000000466,123.38000000000466
100.0,115.40000000000146,99.78000000002794,114.67999999999302
100.85999999998604,116.27999999999884,102.77999999991152,131.64000000001397
99.78000000002794,99.77999999999884,101.61999999999534,115.89999999996508
100.57999999995808,117.06000000000496,100.46000000007916,116.1600000000326
100.8400000000256,100.0199999999968,110.8399999999674,106.0
100.4199999999837,115.08000000000176,101.11999999999534,132.1599999999744
100.0800000000163,116.05999999999769,100.61999999999534,131.52000000001863
100.64000000001396,116.72000000000116,101.28000000002794,115.82000000000698
99.88000000000466,110.12000000000262,101.1799999999348,115.88000000000466
101.11999999999534,113.97999999999593,101.40000000002328,122.57999999995808
100.0800000000163,122.34000000000378,104.6600000000326,115.61999999999534
100.63999999995576,100.77999999999884,97.40000000002328,131.7600000000093
100.17999999999302,116.76000000000204,100.79999999993017,115.78000000002794
100.90000000002328,115.25999999999476,102.18000000005122,115.97999999998136
99.67999999999302,100.0,99.6799999999348,106.1599999999744
100.79999999998836,116.08000000000176,102.68000000005122,132.54000000003725
100.30000000004657,100.08000000000176,101.59999999997672,115.5800000000163
100.6599999999744,116.05999999999769,101.1600000000326,115.85999999998604
100.20000000001164,115.40000000000146,116.55999999993946,115.71999999997206
100.57999999995808,123.05999999999769,101.78000000002794,116.04000000003724
99.86000000004424,99.78000000000613,100.54000000003724,106.17999999999302
100.94000000000231,117.0199999999968,100.07999999995808,132.5
100.1599999999744,100.19999999999708,102.06000000005588,131.0
100.97999999998136,114.86000000000058,106.97999999998136,116.29999999998836
100.26000000000931,116.95999999999913,99.92000000004192,116.5800000000163
100.5800000000163,99.72000000000116,101.23999999999069,121.57999999995808
100.40000000002328,115.76000000000204,105.77999999991152,115.76000000000931
100.5,116.15999999999622,105.96000000007916,131.5800000000163
100.09999999997672,122.66000000000348,101.43999999994412,115.70000000001164
100.67999999999302,100.83999999999652,101.04000000003724,116.07999999995808
100.3400000000256,115.24000000000524,100.35999999998604,106.62000000005357
100.53999999997905,101.40000000000146,101.54000000003724,131.79999999998836
100.11999999999534,114.68000000000028,104.39999999990688,131.2600000000093
100.55999999999769,100.41999999999824,100.54000000003724,115.79999999998836
100.29999999998836,115.08000000000176,100.26000000000931,116.14000000001396
100.67999999999302,116.93999999999504,102.78000000002794,122.21999999997206
99.56000000005588,114.62000000000262,101.76000000000931,115.35999999998604
101.09999999997672,106.90000000000146,100.71999999997206,132.1600000000326
99.73999999999069,115.79999999999563,99.88000000000466,115.26000000000931
100.97999999998136,115.9800000000032,101.11999999999534,116.87999999994643
100.30000000004657,101.0,102.0,106.40000000002328
100.51999999996042,115.09999999999854,101.45999999996276,131.9199999999837
99.88000000000466,100.5,100.46000000007916,130.90000000002328
100.78000000002794,115.83999999999652,101.35999999998604,116.17999999999302
99.89999999996508,103.41999999999824,101.3399999999674,115.28000000002794
101.05999999999769,113.22000000000116,100.71999999997206,122.97999999998136
100.20000000001164,115.13999999999942,101.09999999997672,115.61999999999534
100.9199999999837,122.54000000000816,100.06000000005588,131.96000000002095
100.1600000000326,101.27999999999884,101.11999999999534,115.51999999996042
100.44000000000231,114.16000000000348,102.09999999997672,116.72000000003028
100.11999999999534,120.59999999999128,119.14000000001396,105.55999999999769
100.55999999999769,110.30000000000292,101.28000000002794,132.14000000001397
100.3400000000256,113.32000000000698,100.19999999995343,131.21999999997206
100.3399999999674,107.35999999998604,101.0800000000745,116.44000000000231
100.35999999998604,113.74000000000524,100.0199999999022,115.52000000001864
100.82000000000698,122.63999999999942,100.0800000000745,122.57999999995808
100.22000000003028,115.55999999999769,100.28000000002794,115.68000000005122
100.61999999999534,100.74000000000524,101.35999999998604,131.61999999999534
100.20000000001164,115.61999999999534,101.8399999999674,115.73999999999069
100.4199999999837,100.68000000000757,101.11999999999534,115.70000000001164
100.1599999999744,115.27999999999884,100.14000000001396,106.63999999995576
100.78000000002794,116.36000000000058,99.93999999994412,132.22000000003027
100.23999999999069,115.31999999999243,100.92000000004192,130.70000000001164
100.40000000002328,107.02000000000407,100.38000000000466,116.57999999995808
100.35999999998604,115.77999999999884,101.90000000002328,115.70000000001164
100.5,100.63999999999942,102.07999999995808,122.70000000001164
100.29999999998836,115.60000000000582,100.04000000003724,115.77999999996972
100.52000000001864,109.0399999999936,100.47999999998136,131.0
100.01999999996042,103.36000000000058,100.5,116.20000000001164
100.92000000004192,99.68000000000757,100.8399999999674,116.14000000001396
99.79999999998836,108.13999999999942,109.46000000007916,106.55999999999769
101.03999999997905,111.23999999999069,102.05999999993946,131.59999999997672
100.05999999999769,101.98000000001048,100.71999999997206,132.28000000002794
100.64000000001396,100.65999999998894,107.0800000000745,123.94000000000231
100.28000000002794,110.08000000000176,100.57999999995808,107.03999999997905
100.47999999998136,120.0,118.8399999999674,122.36000000004424
100.27999999996972,109.90000000000872,81.46000000007916,115.87999999994643
100.5800000000163,110.89999999999418,102.79999999993017,131.54000000003725
100.29999999998836,110.08000000000176,109.23999999999069,116.05999999999769
100.5800000000163,110.66000000000348,100.70000000006983,115.9199999999837
100.09999999997672,120.55999999999769,100.26000000000931,106.64000000001396
100.64000000001396,110.88000000000466,101.0,131.70000000001164
100.4199999999837,110.8799999999901,100.45999999996276,131.19999999995343
100.60000000003492,112.54000000000816,112.07999999995808,115.98000000003958
100.0800000000163,108.39999999999418,99.72000000008848,115.89999999996508
100.37999999994643,120.38000000000466,101.05999999993946,122.48000000003958
100.1600000000326,112.41999999999824,103.35999999998604,115.27999999996972
100.59999999997672,108.58000000000176,102.02000000001864,132.02000000001863
100.46000000002095,110.61999999999534,99.95999999996276,116.14000000001396
100.47999999998136,102.47999999999593,101.23999999999069,115.6599999999744
100.44000000000231,100.5,99.72000000008848,106.90000000002328
100.28000000002794,109.02000000000407,101.29999999993017,131.8399999999674
99.94000000000231,109.97999999999593,99.80000000004657,130.98000000003958
101.0,103.16000000000348,101.61999999999534,116.05999999999769
100.26000000000931,100.05999999999769,100.55999999993946,115.53999999997905
100.63999999995576,108.68000000000757,101.10000000009312,122.85999999998604
99.54000000003724,110.75999999999476,99.89999999990688,115.76000000000931
101.26000000000931,102.39999999999418,101.0800000000745,131.44000000000233
99.61999999999534,100.38000000000466,99.9199999999255,116.05999999999769
101.27999999996972,110.0,100.68000000005122,116.0
99.35999999998604,110.10000000000582,100.44000000006054,106.55999999999769
100.92000000004192,101.69999999999708,112.03999999992084,131.67999999999302
100.09999999997672,100.52000000000407,101.5,131.20000000001164
100.94000000000231,109.08000000000176,100.97999999998136,116.28000000002794
99.9199999999837,119.81999999999243,100.30000000004657,115.77999999996972
101.0,111.33999999999652,100.69999999995343,122.61999999999534
99.70000000001164,109.91999999999824,99.84000000008382,115.64000000001396
101.02000000001864,111.24000000000524,102.47999999998136,131.64000000001397
108.14000000001396,110.55999999999769,102.11999999999534,115.57999999995808
100.5,121.83999999999652,100.55999999993946,116.3400000000256
100.39999999996508,110.54000000000816,99.73999999999069,106.52000000001864
100.5800000000163,103.47999999999593,101.11999999999534,131.67999999999302
100.05999999999769,99.97999999999593,100.60000000009312,130.70000000001164
100.82000000000698,102.56000000001222,101.23999999999069,116.57999999995808
100.27999999996972,115.93999999998778,103.97999999998136,115.3400000000256
100.5800000000163,103.86000000000058,101.1600000000326,123.0800000000163
99.6599999999744,100.32000000000698,102.88000000000466,115.11999999999534
101.0800000000163,104.91999999999824,99.95999999996276,132.2599999999511
100.22000000003028,114.24000000000524,100.40000000002328,115.6600000000326
100.73999999999069,103.05999999999769,100.53999999992084,116.14000000001396
100.1599999999744,100.38000000000466,110.92000000004192,106.35999999998604
100.67999999999302,106.43999999998778,102.5,131.82000000000698
100.22000000003028,117.74000000000524,99.78000000002794,131.38000000000466
100.55999999999769,107.32000000000698,108.53999999992084,116.53999999997905
99.6599999999744,107.3799999999901,99.88000000000466,115.32000000000698
101.02000000001864,117.58000000000176,100.56000000005588,122.4199999999837
100.1599999999744,93.10000000000582,100.6600000000326,115.29999999998836
100.88000000000466,115.55999999999769,100.81999999994878,132.0800000000163
99.60000000003492,107.58000000000176,99.73999999999069,116.1600000000326
101.11999999999534,120.80000000000292,101.21999999997206,115.73999999999069
100.32000000000698,112.19999999999708,101.9800000000978,106.51999999996042
100.35999999998604,111.39999999999418,102.81999999994878,131.68000000005122
100.02000000001864,108.68000000000757,101.40000000002328,132.4199999999837
100.82000000000698,104.13999999999942,101.02000000001864,115.03999999997905
100.03999999997905,100.79999999998836,100.0,115.4199999999837
100.94000000000231,106.26000000000931,100.9199999999255,122.86000000004424
99.97999999998136,121.81999999999243,104.6600000000326,115.97999999998136
101.14000000001396,112.44000000000231,101.23999999999069,131.5800000000163
99.8399999999674,110.47999999999593,104.71999999997206,115.95999999996276
100.6600000000326,110.9200000000128,102.10000000009312,115.38000000000466
100.11999999999534,110.86000000000058,101.15999999991618,106.48000000003958
100.46000000002095,120.25999999999476,101.22000000008848,132.55999999999767
100.44000000000231,110.33999999999652,100.3399999999674,130.53999999997905
100.31999999994878,110.27999999999884,106.88000000000466,116.59999999997672
100.36000000004424,110.60000000000582,100.8399999999674,115.76000000000931
100.47999999998136,103.22000000000116,110.85999999998604,122.40000000002328
100.78000000002794,99.95999999999184,102.18000000005122,115.77999999996972
100.19999999995343,102.58000000000176,100.73999999999069,131.61999999999534
100.17999999999302,104.13999999999942,100.5,115.86000000004424
100.76000000000931,115.38000000000466,100.8399999999674,116.3399999999674
99.94000000000231,100.30000000000292,99.85999999998604,106.29999999998836
100.94000000000231,102.39999999999418,101.09999999997672,131.5800000000163
100.32000000000698,103.86000000000058,100.72000000008848,131.4199999999837
100.46000000002095,116.25999999999476,100.43999999994412,116.20000000001164
100.39999999996508,99.58000000000176,109.44000000006054,115.70000000001164
100.48000000003958,109.74000000000524,101.07999999995808,122.59999999997672
100.29999999998836,104.81999999999243,100.23999999999069,115.6600000000326
100.3399999999674,133.4600000000064,102.88000000000466,132.2399999999907
100.30000000004657,93.39999999999418,100.43999999994412,115.09999999997672
100.88000000000466,111.58000000000176,106.88000000000466,116.1600000000326
99.73999999999069,104.34000000001106,99.78000000002794,106.03999999997905
100.8399999999674,106.81999999999243,101.11999999999534,132.11999999999534
100.10000000003492,109.47999999999593,100.5,131.30000000004657
100.71999999997206,109.80000000000292,105.71999999997206,116.57999999995808
100.40000000002328,110.74000000000524,101.4800000000978,115.82000000000698
100.79999999998836,110.59999999999128,102.61999999999534,122.3400000000256
99.90000000002328,108.44000000000231,101.43999999994412,115.51999999996042
100.61999999999534,106.13999999999942,101.21999999997206,131.70000000001164
100.13999999995576,105.19999999999708,104.06000000005588,115.1600000000326
100.55999999999769,108.48000000001048,101.11999999999534,116.94000000000231
99.86000000004424,105.11999999999534,100.31999999994878,106.23999999999069
101.53999999997905,110.68000000000757,101.40000000002328,131.64000000001397
99.46000000002095,106.95999999999184,101.04000000003724,130.93999999994412
100.6599999999744,119.52000000000407,101.5,116.56000000005588
100.67999999999302,94.97999999999593,100.40000000002328,115.77999999996972
100.38000000000466,110.60000000000582,101.0,122.32000000000698
99.78000000002794,110.55999999999769,113.77999999991152,116.02000000001864
100.89999999996508,111.13999999999942,103.3200000000652,131.5
100.5,120.22000000000116,100.1600000000326,115.23999999999069
100.42000000004192,110.5,100.39999999990688,116.61999999999534
99.69999999995343,112.41999999999824,100.76000000000931,106.53999999997905
101.11999999999534,119.81999999999243,101.14000000001396,131.72000000003027
100.42000000004192,102.40000000000872,102.54000000003724,116.63999999995576
100.5,120.52000000000407,100.19999999995343,115.0
100.23999999999069,105.81999999999243,101.64000000001396,115.86000000004424
100.39999999996508,114.05999999999769,102.26000000000931,116.05999999999769
99.98000000003958,122.30000000000292,99.54000000003724,106.57999999995808
100.82000000000698,115.88000000000466,101.19999999995343,131.7600000000093
100.17999999999302,100.55999999999769,100.61999999999534,131.1600000000326
100.51999999996042,115.47999999999593,100.94000000006054,116.17999999999302
100.36000000004424,100.33999999999652,101.15999999991618,115.82000000000698
100.51999999996042,116.02000000000407,101.34000000008382,122.67999999999302
111.72000000003028,115.22000000000116,100.07999999995808,115.11999999999534
100.5,116.55999999999769,100.23999999999069,131.90000000002328
100.1599999999744,106.74000000000524,101.45999999996276,115.51999999996042
118.67999999999302,115.91999999999824,102.02000000001864,116.38000000000466
99.78000000002794,100.39999999999418,101.88000000000466,106.97999999998136
100.9199999999837,115.6200000000099,107.30000000004657,131.40000000002328
99.96000000002095,115.72000000000116,101.79999999993017,131.47999999998137
100.64000000001396,103.65999999998894,108.96000000007916,116.60000000003492
100.47999999998136,114.1200000000099,100.61999999999534,115.23999999999069
100.55999999999769,122.51999999998952,100.4199999999255,122.17999999999302
100.1599999999744,100.24000000000524,100.5800000000745,115.97999999998136
100.5800000000163,115.91999999999824,100.53999999992084,131.82000000000698
100.38000000000466,115.66000000000348,101.84000000008382,115.61999999999534
100.35999999998604,100.33999999999652,103.35999999998604,115.90000000002328
100.5800000000163,115.9600000000064,109.23999999999069,106.73999999999069
100.53999999997905,100.11999999999534,101.38000000000466,131.72000000003027
100.11999999999534,115.58000000000176,100.1600000000326,131.45999999996275
100.68000000005122,116.22000000000116,100.65999999991618,115.72000000003028
99.73999999999069,121.88000000000466,100.72000000008848,116.05999999999769
101.03999999997905,101.0399999999936,101.97999999998136,122.47999999998136
100.0,115.83999999999652,102.05999999993946,115.26000000000931
101.0800000000163,100.44000000000231,99.90000000002328,131.97999999998137
99.5,115.4600000000064,102.35999999998604,115.79999999998836
100.85999999998604,115.58000000000176,102.6600000000326,116.26000000000931
100.38000000000466,100.59999999999128,99.61999999999534,105.96000000002095
100.44000000000231,115.94000000000231,101.21999999997206,132.29999999998836
100.35999999998604,115.94000000000231,100.11999999999534,131.2399999999907
100.44000000000231,122.30000000000292,100.26000000000931,115.8400000000256
100.14000000001396,100.17999999999302,110.0800000000745,115.5
101.14000000001396,117.02000000000407,100.55999999993946,122.94000000000231
100.6599999999744,101.31999999999243,113.18000000005122,115.77999999996972
99.85999999998604,113.74000000000524,100.81999999994878,131.9200000000419
100.04000000003724,100.38000000000466,100.31999999994878,115.5
101.0,116.09999999999128,100.4800000000978,115.97999999998136
99.82000000000698,115.66000000000348,99.9199999999255,106.67999999999302
100.4199999999837,116.08000000000176,101.18000000005122,131.6599999999744
100.59999999997672,106.5399999999936,101.79999999993017,130.8400000000256
100.48000000003958,115.9600000000064,101.18000000005122,116.5800000000163
100.11999999999534,116.08000000000176,107.26000000000931,115.77999999996972
100.73999999999069,101.33999999999652,101.45999999996276,122.60000000003492
100.70000000001164,114.36000000000058,100.73999999999069,116.03999999997905
100.01999999996042,100.89999999999418,100.56000000005588,131.35999999998603
99.6600000000326,115.24000000000524,100.47999999998136,115.72000000003028
101.14000000001396,100.83999999999652,100.92000000004192,116.05999999999769
99.87999999994643,115.74000000000524,100.65999999991618,106.32000000000698
100.98000000003958,115.95999999999184,101.5,131.95999999996275
100.35999999998604,116.30000000000292,99.34000000008382,131.52000000001863
100.38000000000466,111.13999999999942,102.77999999991152,116.11999999999534
100.55999999999769,113.5,100.06000000005588,115.53999999997905
100.3400000000256,123.48000000001048,101.0,122.5
100.9199999999837,114.91999999999824,100.76000000000931,115.61999999999534
100.3399999999674,100.44000000000231,101.57999999995808,131.64000000001397
100.30000000004657,115.25999999999476,111.23999999999069,115.8400000000256
100.61999999999534,100.91999999999824,102.70000000006983,116.20000000001164
100.23999999999069,115.61999999999534,100.0,106.53999999997905
100.51999999996042,100.52000000000407,100.39999999990688,131.53999999997905
100.1600000000326,115.32000000000698,99.86000000010245,131.60000000003492
100.79999999998836,116.3799999999901,101.05999999993946,116.23999999999069
100.11999999999534,122.48000000001048,110.95999999996276,115.46000000002095
100.61999999999534,100.33999999999652,120.78000000002794,122.59999999997672
100.26000000000931,115.51999999998952,101.1600000000326,115.79999999998836
100.47999999998136,116.1200000000099,101.95999999996276,131.5
100.36000000004424,100.44000000000231,124.44000000006054,115.29999999998836
100.44000000000231,115.81999999999243,79.88000000000466,116.5
100.29999999998836,100.08000000000176,100.38000000000466,106.8400000000256
100.4199999999837,117.25999999999476,100.59999999997672,132.0
100.46000000002095,101.08000000000176,102.47999999998136,130.9199999999837
100.64000000001396,111.05999999999769,102.18000000005122,116.0
100.45999999996276,113.24000000000524,100.69999999995343,115.60000000003492
99.70000000001164,107.38000000000466,100.3399999999674,122.57999999995808
100.76000000000931,110.05999999999769,101.18000000005122,115.40000000002328
100.70000000001164,120.52000000000407,101.73999999999069,132.14000000001397
100.27999999996972,110.79999999998836,108.57999999995808,115.6599999999744
100.6600000000326,113.9200000000128,92.76000000000931,115.9199999999837
100.05999999999769,106.77999999999884,118.52000000001864,106.38000000000466
100.67999999999302,116.05999999999769,100.07999999995808,132.1600000000326
99.94000000000231,100.11999999999534,119.52000000001864,131.32000000000698
100.85999999998604,116.05999999999769,100.47999999998136,116.05999999999769
100.09999999997672,100.10000000000582,117.6600000000326,115.63999999995576
100.6600000000326,115.97999999999593,104.68000000005122,122.20000000001164
100.14000000001396,115.74000000000524,100.31999999994878,116.1600000000326
100.6599999999744,100.58000000000176,104.21999999997206,131.94000000000233
100.47999999998136,115.23999999999069,99.96000000007916,115.27999999996972
100.38000000000466,116.55999999999769,102.31999999994878,116.38000000000466
100.28000000002794,122.24000000000524,101.40000000002328,106.55999999999769
100.61999999999534,100.68000000000757,101.07999999995808,131.61999999999534
100.17999999999302,115.27999999999884,100.52000000001864,130.97999999998137
100.44000000000231,100.19999999999708,105.97999999998136,116.32000000000698
100.5,115.75999999999476,99.23999999999069,115.38000000000466
100.47999999998136,100.60000000000582,104.84000000008382,123.55999999999769
100.26000000000931,115.52000000000407,100.5,115.42000000004192
100.4199999999837,116.11999999999534,103.71999999997206,131.3399999999674
100.28000000002794,115.55999999999769,101.35999999998604,115.78000000002794
100.67999999999302,106.91999999999824,101.05999999993946,116.38000000000466
100.20000000001164,116.26000000000931,99.94000000006054,106.44000000000231
100.39999999996508,115.7199999999866,117.5,131.63999999995576
100.32000000000698,100.26000000000931,100.04000000003724,131.38000000000466
100.55999999999769,115.77999999999884,100.85999999998604,116.05999999999769
100.29999999998836,100.17999999999302,108.55999999993946,115.5800000000163
100.5,116.06000000001222,99.88000000000466,122.64000000001396
100.40000000002328,100.09999999999128,100.3200000000652,115.82000000000698
100.96000000002095,115.94000000000231,100.47999999998136,131.71999999997206
99.94000000000231,102.61999999999534,101.4199999999255,115.20000000001164
100.6599999999744,100.55999999999769,100.22000000008848,116.59999999997672
100.03999999997905,102.44000000000231,99.81999999994878,106.5
100.54000000003724,100.48000000001048,102.52000000001864,131.94000000000233
100.20000000001164,111.75999999999476,103.0,131.11999999999534
100.35999999998604,116.89999999999418,101.11999999999534,116.17999999999302
100.17999999999302,110.63999999999942,99.85999999998604,115.62000000005357
100.78000000002794,111.1200000000099,102.61999999999534,122.59999999997672
100.47999999998136,110.15999999998894,102.06000000005588,115.73999999999069
100.26000000000931,110.98000000001048,100.52000000001864,131.70000000001164
100.38000000000466,110.30000000000292,101.93999999994412,115.27999999996972
100.51999999996042,102.59999999999128,106.35999999998604,116.62000000005357
100.29999999998836,100.0,101.92000000004192,106.67999999999302
100.68000000005122,109.38000000000466,100.35999999998604,131.61999999999534
100.05999999999769,118.69999999999708,100.28000000002794,131.35999999998603
100.71999999997206,115.55999999999769,101.11999999999534,115.8400000000256
100.03999999997905,106.36000000000058,100.61999999999534,115.63999999995576
100.30000000004657,116.19999999999708,101.1799999999348,122.72000000003028
100.76000000000931,100.04000000000816,101.28000000002794,115.64000000001396
100.67999999999302,114.86000000000058,107.54000000003724,131.55999999999767
99.69999999995343,120.58000000000176,100.3399999999674,115.87999999994643
100.94000000000231,110.69999999999708,104.28000000002794,116.06000000005588
99.6600000000326,110.41999999999824,110.03999999992084,106.69999999995343
101.14000000001396,110.58000000000176,99.8200000000652,131.48000000003958
100.23999999999069,110.27999999999884,100.45999999996276,131.45999999996275
100.5,120.74000000000524,102.76000000000931,115.73999999999069
100.21999999997206,118.27999999999884,101.40000000002328,116.2400000000489
100.78000000002794,116.0,100.71999999997206,122.47999999998136
100.23999999999069,106.97999999999593,100.6600000000326,115.3399999999674
100.53999999997905,115.89999999999418,100.81999999994878,132.2600000000093
100.02000000001864,115.44000000000231,100.1600000000326,115.8400000000256
100.6599999999744,100.61999999999534,100.3399999999674,116.02000000001864
100.0,115.80000000000292,100.60000000009312,106.23999999999069
100.90000000002328,100.74000000000524,102.0199999999022,132.1599999999744
100.40000000002328,115.0,99.88000000000466,130.79999999998836
100.63999999995576,116.39999999999418,101.35999999998604,116.26000000000931
99.8400000000256,115.72000000000116,99.72000000008848,115.54000000003724
100.71999999997206,106.54000000000816,109.07999999995808,122.67999999999302
100.38000000000466,116.09999999999128,100.69999999995343,115.88000000000466
100.46000000002095,104.9600000000064,100.8200000000652,131.59999999997672
100.40000000002328,110.33999999999652,99.64000000001396,115.09999999997672
100.39999999996508,110.9600000000064,100.71999999997206,116.5800000000163
100.29999999998836,113.61999999999534,100.30000000004657,106.05999999999769
100.44000000000231,122.81999999999243,101.23999999999069,132.2399999999907
