,0,Missclassifications,Error
a2,308,112,26.666666666666664
a3,318,102,24.285714285714285
a4,292,128,30.476190476190474
a23,345,75,17.857142857142858
a24,345,75,17.857142857142858
a34,341,79,18.80952380952381
a234,362,58,13.809523809523808
r2,374,46,10.952380952380953
r3,379,41,9.761904761904761
r4,366,54,12.857142857142856
r23,383,37,8.809523809523808
r24,389,31,7.3809523809523805
r34,381,39,9.285714285714285
r234,389,31,7.3809523809523805
r2_a2,394,26,6.19047619047619
r2_a23,401,19,4.523809523809524
r2_a24,397,23,5.476190476190476
r2_a234,400,20,4.761904761904762
r23_a2,394,26,6.19047619047619
r23_a23,400,20,4.761904761904762
r23_a24,400,20,4.761904761904762
r23_a234,402,18,4.285714285714286
r234_a2,392,28,6.666666666666666
r234_a23,394,26,6.19047619047619
r234_a24,396,24,5.7142857142857135
r234_a234,396,24,5.7142857142857135
