,0,Missclassifications,Error
a2,257,163,38.80952380952381
a3,291,129,30.71428571428571
a4,289,131,31.19047619047619
a23,308,112,26.666666666666664
a24,330,90,21.428571428571427
a34,320,100,23.809523809523807
a234,339,81,19.285714285714285
r2,363,57,13.571428571428571
r3,369,51,12.142857142857142
r4,346,74,17.619047619047617
r23,373,47,11.19047619047619
r24,373,47,11.19047619047619
r34,370,50,11.904761904761903
r234,373,47,11.19047619047619
r2_a2,384,36,8.571428571428571
r2_a23,394,26,6.19047619047619
r2_a24,393,27,6.428571428571428
r2_a234,391,29,6.904761904761904
r23_a2,386,34,8.095238095238095
r23_a23,395,25,5.952380952380952
r23_a24,395,25,5.952380952380952
r23_a234,397,23,5.476190476190476
r234_a2,384,36,8.571428571428571
r234_a23,392,28,6.666666666666666
r234_a24,392,28,6.666666666666666
r234_a234,394,26,6.19047619047619
