,a2,a3,a4,a23,a24,a34,a234,r2,r3,r4,r23,r24,r34,r234,r2_a2,r2_a23,r2_a24,r2_a234,r23_a2,r23_a23,r23_a24,r23_a234,r234_a2,r234_a23,r234_a24,r234_a234
0,12,12,6,15,10,9,11,7,13,14,11,14,13,13,14,15,13,13,14,15,14,15,14,15,15,15
1,7,10,5,10,7,6,7,0,1,2,0,1,3,0,3,9,8,10,3,7,8,10,3,7,7,10
2,2,2,5,3,6,4,5,0,5,7,3,5,7,4,0,1,2,2,4,3,3,3,4,4,6,4
3,13,10,10,14,15,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
4,12,7,6,14,12,9,13,12,14,15,14,15,15,15,13,15,15,15,15,15,15,15,15,15,15,15
5,8,9,10,12,11,9,10,14,3,1,5,3,2,2,15,15,15,15,5,6,7,7,4,4,4,4
6,8,12,8,13,10,13,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,14,13,13,14,15,14,15,15,14,14,15,15,14,15,14,14,15,15,15,15,15,15,15,15,15,15
8,15,15,13,15,15,15,15,15,14,10,15,13,11,14,15,15,15,15,15,15,15,15,15,15,15,15
9,10,13,12,15,14,15,14,15,13,15,14,15,15,15,15,15,15,15,14,15,15,15,15,15,15,15
10,13,14,14,14,14,14,14,9,13,14,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11,12,14,15,15,15,15,15,9,14,15,13,15,15,15,12,14,15,15,14,15,15,15,15,15,15,15
12,6,10,12,9,11,13,11,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
14,12,14,14,14,14,14,14,1,5,7,2,5,7,4,8,14,14,14,6,14,14,14,9,13,13,14
15,10,11,10,13,11,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
16,10,14,14,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
17,14,10,9,13,15,12,13,15,15,14,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15
18,3,7,2,5,3,5,6,13,9,8,12,13,8,13,13,13,12,12,14,14,14,14,13,14,13,14
19,13,5,4,11,10,7,10,15,14,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
20,11,7,8,11,12,9,12,11,11,12,14,14,12,13,14,15,15,15,14,15,15,15,15,15,15,15
21,4,2,3,5,7,3,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
22,5,9,5,8,5,7,7,14,15,15,14,15,15,15,14,13,13,13,14,15,15,15,15,15,15,15
23,7,8,5,8,12,9,10,15,15,12,15,14,14,14,15,15,15,14,15,15,15,15,15,15,15,15
24,3,10,4,9,6,8,7,8,14,13,13,14,15,15,12,13,12,14,14,15,15,15,15,15,15,15
25,6,10,4,11,8,9,9,14,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
26,4,5,12,7,12,13,13,12,13,12,14,14,13,14,13,12,15,15,14,15,15,15,15,15,15,15
27,7,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
