,0,Missclassifications,Error
a2,291,129,30.71428571428571
a3,317,103,24.523809523809522
a4,280,140,33.33333333333333
a23,346,74,17.619047619047617
a24,338,82,19.523809523809522
a34,334,86,20.476190476190474
a234,354,66,15.714285714285714
r2,364,56,13.333333333333332
r3,369,51,12.142857142857142
r4,354,66,15.714285714285714
r23,376,44,10.476190476190476
r24,376,44,10.476190476190476
r34,369,51,12.142857142857142
r234,375,45,10.714285714285714
r2_a2,390,30,7.142857142857142
r2_a23,398,22,5.238095238095238
r2_a24,400,20,4.761904761904762
r2_a234,401,19,4.523809523809524
r23_a2,391,29,6.904761904761904
r23_a23,397,23,5.476190476190476
r23_a24,398,22,5.238095238095238
r23_a234,400,20,4.761904761904762
r234_a2,389,31,7.3809523809523805
r234_a23,394,26,6.19047619047619
r234_a24,395,25,5.952380952380952
r234_a234,396,24,5.7142857142857135
