,0,Missclassifications,Error
a2,194,226,53.8095238095238
a3,224,196,46.666666666666664
a4,211,209,49.76190476190476
a23,262,158,37.61904761904762
a24,253,167,39.76190476190476
a34,248,172,40.95238095238095
a234,268,152,36.19047619047619
r2,294,126,30.0
r3,337,83,19.76190476190476
r4,321,99,23.57142857142857
r23,332,88,20.952380952380953
r24,354,66,15.714285714285714
r34,345,75,17.857142857142858
r234,352,68,16.19047619047619
r2_a2,335,85,20.238095238095237
r2_a23,360,60,14.285714285714285
r2_a24,364,56,13.333333333333332
r2_a234,366,54,12.857142857142856
r23_a2,348,72,17.142857142857142
r23_a23,366,54,12.857142857142856
r23_a24,365,55,13.095238095238095
r23_a234,365,55,13.095238095238095
r234_a2,360,60,14.285714285714285
r234_a23,371,49,11.666666666666666
r234_a24,374,46,10.952380952380953
r234_a234,373,47,11.19047619047619
