,0,Missclassifications,Error
a2,272,148,35.238095238095234
a3,306,114,27.142857142857142
a4,288,132,31.428571428571427
a23,333,87,20.71428571428571
a24,333,87,20.71428571428571
a34,316,104,24.76190476190476
a234,343,77,18.333333333333332
r2,359,61,14.523809523809524
r3,377,43,10.238095238095237
r4,354,66,15.714285714285714
r23,371,49,11.666666666666666
r24,377,43,10.238095238095237
r34,375,45,10.714285714285714
r234,379,41,9.761904761904761
r2_a2,385,35,8.333333333333332
r2_a23,394,26,6.19047619047619
r2_a24,395,25,5.952380952380952
r2_a234,393,27,6.428571428571428
r23_a2,391,29,6.904761904761904
r23_a23,398,22,5.238095238095238
r23_a24,397,23,5.476190476190476
r23_a234,399,21,5.0
r234_a2,388,32,7.619047619047619
r234_a23,392,28,6.666666666666666
r234_a24,394,26,6.19047619047619
r234_a234,396,24,5.7142857142857135
