,0,Missclassifications,Error
a2,312,108,25.71428571428571
a3,338,82,19.523809523809522
a4,320,100,23.809523809523807
a23,362,58,13.809523809523808
a24,365,55,13.095238095238095
a34,359,61,14.523809523809524
a234,368,52,12.38095238095238
r2,371,49,11.666666666666666
r3,375,45,10.714285714285714
r4,362,58,13.809523809523808
r23,380,40,9.523809523809524
r24,388,32,7.619047619047619
r34,376,44,10.476190476190476
r234,387,33,7.857142857142857
r2_a2,392,28,6.666666666666666
r2_a23,402,18,4.285714285714286
r2_a24,402,18,4.285714285714286
r2_a234,403,17,4.0476190476190474
r23_a2,392,28,6.666666666666666
r23_a23,400,20,4.761904761904762
r23_a24,398,22,5.238095238095238
r23_a234,402,18,4.285714285714286
r234_a2,394,26,6.19047619047619
r234_a23,398,22,5.238095238095238
r234_a24,396,24,5.7142857142857135
r234_a234,398,22,5.238095238095238
