,0,Missclassifications,Error
a2,331,89,21.19047619047619
a3,351,69,16.428571428571427
a4,314,106,25.238095238095237
a23,380,40,9.523809523809524
a24,369,51,12.142857142857142
a34,363,57,13.571428571428571
a234,386,34,8.095238095238095
r2,383,37,8.809523809523808
r3,383,37,8.809523809523808
r4,362,58,13.809523809523808
r23,388,32,7.619047619047619
r24,394,26,6.19047619047619
r34,384,36,8.571428571428571
r234,392,28,6.666666666666666
r2_a2,398,22,5.238095238095238
r2_a23,401,19,4.523809523809524
r2_a24,403,17,4.0476190476190474
r2_a234,405,15,3.571428571428571
r23_a2,396,24,5.7142857142857135
r23_a23,400,20,4.761904761904762
r23_a24,401,19,4.523809523809524
r23_a234,403,17,4.0476190476190474
r234_a2,397,23,5.476190476190476
r234_a23,397,23,5.476190476190476
r234_a24,398,22,5.238095238095238
r234_a234,398,22,5.238095238095238
