,0,Missclassifications,Error
a2,210,210,50.0
a3,270,150,35.714285714285715
a4,201,219,52.14285714285714
a23,294,126,30.0
a24,281,139,33.095238095238095
a34,258,162,38.57142857142857
a234,297,123,29.285714285714285
r2,324,96,22.857142857142854
r3,347,73,17.38095238095238
r4,338,82,19.523809523809522
r23,352,68,16.19047619047619
r24,356,64,15.238095238095237
r34,368,52,12.38095238095238
r234,367,53,12.619047619047619
r2_a2,361,59,14.047619047619047
r2_a23,375,45,10.714285714285714
r2_a24,370,50,11.904761904761903
r2_a234,365,55,13.095238095238095
r23_a2,367,53,12.619047619047619
r23_a23,377,43,10.238095238095237
r23_a24,373,47,11.19047619047619
r23_a234,376,44,10.476190476190476
r234_a2,369,51,12.142857142857142
r234_a23,380,40,9.523809523809524
r234_a24,378,42,10.0
r234_a234,379,41,9.761904761904761
