,0,Missclassifications,Error
a2,245,175,41.666666666666664
a3,264,156,37.14285714285714
a4,244,176,41.904761904761905
a23,308,112,26.666666666666664
a24,306,114,27.142857142857142
a34,286,134,31.9047619047619
a234,322,98,23.333333333333332
r2,317,103,24.523809523809522
r3,345,75,17.857142857142858
r4,324,96,22.857142857142854
r23,344,76,18.095238095238095
r24,350,70,16.666666666666664
r34,349,71,16.904761904761905
r234,353,67,15.95238095238095
r2_a2,352,68,16.19047619047619
r2_a23,376,44,10.476190476190476
r2_a24,381,39,9.285714285714285
r2_a234,386,34,8.095238095238095
r23_a2,358,62,14.761904761904761
r23_a23,379,41,9.761904761904761
r23_a24,381,39,9.285714285714285
r23_a234,382,38,9.047619047619047
r234_a2,365,55,13.095238095238095
r234_a23,376,44,10.476190476190476
r234_a24,377,43,10.238095238095237
r234_a234,383,37,8.809523809523808
