,0,Missclassifications,Error
a2,194,226,53.8095238095238
a3,286,134,31.9047619047619
a4,255,165,39.285714285714285
a23,309,111,26.428571428571427
a24,275,145,34.52380952380952
a34,292,128,30.476190476190474
a234,310,110,26.19047619047619
r2,335,85,20.238095238095237
r3,357,63,15.0
r4,349,71,16.904761904761905
r23,359,61,14.523809523809524
r24,361,59,14.047619047619047
r34,366,54,12.857142857142856
r234,369,51,12.142857142857142
r2_a2,364,56,13.333333333333332
r2_a23,384,36,8.571428571428571
r2_a24,383,37,8.809523809523808
r2_a234,383,37,8.809523809523808
r23_a2,371,49,11.666666666666666
r23_a23,381,39,9.285714285714285
r23_a24,382,38,9.047619047619047
r23_a234,385,35,8.333333333333332
r234_a2,376,44,10.476190476190476
r234_a23,385,35,8.333333333333332
r234_a24,389,31,7.3809523809523805
r234_a234,391,29,6.904761904761904
