,0,Missclassifications,Error
a2,281,139,33.095238095238095
a3,285,135,32.14285714285714
a4,277,143,34.047619047619044
a23,329,91,21.666666666666664
a24,326,94,22.38095238095238
a34,308,112,26.666666666666664
a234,333,87,20.71428571428571
r2,353,67,15.95238095238095
r3,368,52,12.38095238095238
r4,348,72,17.142857142857142
r23,366,54,12.857142857142856
r24,373,47,11.19047619047619
r34,363,57,13.571428571428571
r234,373,47,11.19047619047619
r2_a2,380,40,9.523809523809524
r2_a23,395,25,5.952380952380952
r2_a24,391,29,6.904761904761904
r2_a234,392,28,6.666666666666666
r23_a2,380,40,9.523809523809524
r23_a23,394,26,6.19047619047619
r23_a24,394,26,6.19047619047619
r23_a234,399,21,5.0
r234_a2,382,38,9.047619047619047
r234_a23,392,28,6.666666666666666
r234_a24,395,25,5.952380952380952
r234_a234,396,24,5.7142857142857135
