browser_natural,os_natural,browser_machine,os_machine
0.0,0.0,0.0,0.0
0.34805499982833776,0.3481160000000001,0.20178500000003474,0.20175300000000007
0.7119599997997277,0.7121413000000003,0.40316500000003863,0.40324079999999984
1.0221799998283378,1.0223923000000004,0.6051750000000471,0.6047495999999999
1.3109999999999982,1.3111701000000004,0.8064949999999964,0.8065369999999996
1.5700249998569475,1.5702264000000006,1.0081250000000015,1.0078098000000004
1.8552299997806534,1.8553945000000005,1.2087650000000156,1.2089577
2.0812649998664847,2.0814074000000002,1.413104999999982,1.4128708000000003
2.3311899998188004,2.3314535,1.6147850000000314,1.6150390000000003
2.574199999809263,2.5744678999999997,1.8163699999999974,1.8161977
2.834074999809264,2.8344325000000006,2.018510000000008,2.0181975999999997
3.096699999809264,3.0974335000000006,2.220525000000025,2.2204476
3.525044999837874,3.5254225,2.4213649999999927,2.4215858
3.7702849998474104,3.7705604999999998,2.623364999999991,2.6235311
4.021459999799728,4.021530200000001,2.8254749999999778,2.8256584
4.292199999809265,4.2925033,3.0261600000000346,3.0264484000000005
4.509429999828338,4.5096401,3.2283099999999383,3.2285388999999993
4.777539999961851,4.777727800000001,3.443604999999982,3.4436132000000006
5.070504999876022,5.0707766,3.64623999999999,3.6465056000000002
5.318664999961852,5.3186564,3.8488950000000184,3.8491323
5.620624999999999,5.6207417,4.051824999999953,4.051998
5.870329999923705,5.8706785,4.252709999999963,4.252941300000001
6.145714999914167,6.145866,4.453859999999986,4.454156
6.366384999990462,6.3667093,4.655905000000027,4.655969
6.650064999818801,6.6506863,4.8710849999999635,4.871353699999999
6.876554999828338,6.8769109,5.074170000000043,5.0742503
7.135754999876021,7.1360349,5.277140000000015,5.2773271
7.442524999856948,7.4428506,5.478324999999954,5.478446300000001
7.691774999856948,7.692118600000001,5.679140000000013,5.679247000000001
7.9459899997711165,7.946247400000001,5.880599999999978,5.8808432999999996
8.207264999866485,8.2070827,6.083814999999946,6.0840133
8.517019999980926,8.5172446,6.299454999999957,6.2996647999999995
8.756754999876021,8.7570191,6.5038199999999495,6.5038857000000005
8.988019999980926,8.988154900000001,6.705780000000027,6.7059436
9.253724999904632,9.2540303,6.907984999999988,6.9081611
9.523854999780653,9.5241232,7.110314999999945,7.110217700000001
9.794094999790191,9.7943111,7.312255000000006,7.3118585000000005
10.082919999837875,10.0832713,7.515670000000041,7.5153548
10.333009999990463,10.333358,7.731439999999944,7.7310954
10.587679999828337,10.5882571,7.945369999999995,7.945507399999999
10.802969999790191,10.803246,8.16047999999998,8.160622499999999
11.026759999990462,11.0273005,8.364104999999983,8.3638561
11.269954999923705,11.270224200000001,8.566374999999999,8.566362300000002
11.524939999818802,11.5252689,8.769050000000048,8.768572599999999
11.744694999933241,11.7453552,8.98613500000001,8.9852895
12.003214999914167,12.0034845,9.187550000000046,9.187642400000001
12.266014999866485,12.2663463,9.390530000000028,9.389423700000002
12.542599999904631,12.542480000000001,9.593255000000005,9.592804999999998
12.806124999999998,12.8064476,9.795734999999988,9.7955039
13.045375,13.045509100000002,10.011530000000027,10.011169800000001
13.314144999980925,13.3144862,10.21453000000003,10.2141594
13.583404999971389,13.583677,10.41705999999994,10.4166764
13.861744999885559,13.8617234,10.619160000000035,10.618756399999999
14.14930999994278,14.149636200000002,10.820474999999979,10.820142400000002
14.437394999980924,14.4376515,11.022199999999954,11.021781999999998
14.706144999980925,14.706629699999999,11.23730500000005,11.236952299999999
14.97802999997139,14.978786300000001,11.43993499999994,11.4395074
15.245829999923703,15.245725900000002,11.653984999999986,11.653628900000001
15.543074999809264,15.5427856,11.869125000000002,11.8686081
15.81484999990463,15.815003599999999,12.070920000000042,12.070538499999998
16.11322499990463,16.113875999999998,12.286854999999983,12.286515999999999
16.377269999980925,16.3768957,12.489434999999938,12.4890343
16.651864999771117,16.652163299999998,12.705425000000046,12.7050354
16.924699999809263,16.9249631,12.908630000000004,12.9082915
17.22425499987602,17.2250509,13.124135000000011,13.123817799999998
17.51683999991417,17.5170153,13.340275000000025,13.339801699999999
17.788854999780654,17.7891914,13.542915000000038,13.5425528
18.06109499979019,18.061286,13.758199999999954,13.7578392
18.332299999952316,18.3330779,13.974665000000039,13.9742186
18.63613499999046,18.6362384,14.191314999999944,14.190954299999998
18.87042999982834,18.871119,14.39230999999994,14.3922463
19.142844999790192,19.1431583,14.608040000000036,14.6076005
19.36592999982834,19.3661924,14.809900000000022,14.809493400000001
19.593049999952314,19.593270399999998,15.025744999999995,15.0253048
19.875774999856947,19.876209199999998,15.241890000000014,15.241542299999999
20.141919999837874,20.142401,15.444344999999972,15.4439903
20.424989999771118,20.425311599999997,15.659589999999968,15.659163799999998
20.653579999923704,20.6535329,15.876180000000053,15.875819999999997
20.849174999952314,20.849327,16.07785499999998,16.0775003
21.095204999923705,21.0953384,16.29427500000002,16.2937846
21.328564999818802,21.328699399999998,16.511109999999988,16.5104352
21.584104999780653,21.5845912,16.712540000000033,16.7119541
21.815154999971387,21.8154507,16.914319999999947,16.9135174
22.064114999771117,22.064511,17.12843999999994,17.1280704
22.27620999979973,22.276550999999998,17.344954999999956,17.3445201
22.51509999990463,22.514721899999998,17.560155000000023,17.559786199999998
22.75112999987602,22.751563299999997,17.76222999999998,17.761795799999998
22.959329999923703,22.9596713,17.96468000000005,17.9639372
23.218484999895093,23.2186558,18.18063,18.1799525
23.470299999952314,23.470614599999998,18.396920000000037,18.3964397
23.766414999961853,23.766669999999998,18.59933499999996,18.5987592
24.091659999847412,24.091896499999997,18.815574999999953,18.8151621
